"","GEOID","year","tech","info","prof","per","total"
"1565",90606,2008,140,34,106,2.86,4896
"1566",90607,2008,0,0,0,0,67
"1567",90608,2008,0,0,0,0,1865
"1568",90609,2008,0,0,0,0,11
"1569",90610,2008,0,0,0,0,31
"1570",90623,2008,0,0,0,0,6187
"1571",90630,2008,2715,1025,1690,11.52,23561
"1572",90631,2008,486,182,304,3.27,14874
"1573",90637,2008,0,0,0,0,382
"1574",90638,2008,632,59,573,3.48,18166
"1575",90639,2008,0,0,0,0,102
"1576",90640,2008,558,169,389,2.52,22105
"1577",90650,2008,671,157,514,3.11,21589
"1578",90651,2008,0,0,0,0,128
"1579",90652,2008,0,0,0,0,2
"1580",90660,2008,397,91,306,2.82,14091
"1581",90662,2008,0,0,0,0,7
"1582",90670,2008,2027,568,1459,3.65,55504
"1583",90671,2008,0,0,0,0,3
"1584",90701,2008,991,58,933,8.44,11736
"1585",90702,2008,0,0,0,0,704
"1586",90703,2008,2056,0,2056,7.04,29195
"1587",90704,2008,5,0,5,0.2,2449
"1588",90706,2008,591,343,248,4.27,13833
"1589",90707,2008,0,0,0,0,131
"1590",90710,2008,182,31,151,2.6,6995
"1591",90711,2008,0,0,0,0,39
"1592",90712,2008,419,259,160,3.83,10952
"1593",90713,2008,58,0,58,1.51,3836
"1594",90714,2008,0,0,0,0,1079
"1595",90715,2008,7,0,7,0.9,781
"1596",90716,2008,15,0,15,0.4,3710
"1597",90717,2008,133,28,105,4.24,3138
"1598",90723,2008,597,87,510,3.84,15550
"1599",90731,2008,948,99,849,8.71,10890
"1600",90732,2008,133,14,119,4.19,3175
"1601",90733,2008,0,0,0,0,185
"1602",90734,2008,0,0,0,0,5
"1603",90744,2008,107,22,85,0.97,11078
"1604",90745,2008,581,48,533,3.87,14998
"1605",90746,2008,1018,0,1018,7.17,14197
"1606",90747,2008,0,0,0,0,1994
"1607",90748,2008,0,0,0,0,445
"1608",90749,2008,0,0,0,0,1430
"1609",90755,2008,531,41,490,6.22,8531
"1610",90801,2008,137,0,137,1.2,11387
"1611",90802,2008,3484,735,2749,12.42,28057
"1612",90803,2008,582,128,454,6.75,8619
"1613",90804,2008,539,72,467,6.62,8147
"1614",90805,2008,194,6,188,1.55,12528
"1615",90806,2008,1025,43,982,6.13,16732
"1616",90807,2008,1099,0,1099,7.24,15184
"1617",90808,2008,534,381,153,5.56,9606
"1618",90809,2008,0,0,0,0,1124
"1619",90810,2008,1721,0,1721,11.85,14520
"1620",90813,2008,212,0,212,1.84,11492
"1621",90814,2008,79,20,59,6.22,1270
"1622",90815,2008,700,281,419,6.46,10835
"1623",90822,2008,0,0,0,0,470
"1624",90831,2008,324,0,324,15.62,2074
"1625",90832,2008,0,0,0,0,16
"1626",90840,2008,0,0,0,0,5424
"1627",90846,2008,169,0,169,2.04,8278
"1628",90853,2008,0,0,0,0,3
"1629",91001,2008,305,103,202,10.52,2898
"1630",91003,2008,0,0,0,0,11
"1631",91006,2008,996,42,954,7.72,12899
"1632",91007,2008,736,143,593,6.36,11581
"1633",91008,2008,0,0,0,0,3
"1634",91009,2008,0,0,0,0,369
"1635",91010,2008,143,0,143,1.26,11313
"1636",91011,2008,371,95,276,6.17,6016
"1637",91012,2008,0,0,0,0,19
"1638",91016,2008,2141,474,1667,12.43,17226
"1639",91017,2008,0,0,0,0,259
"1640",91020,2008,271,114,157,10.92,2482
"1641",91021,2008,0,0,0,0,48
"1642",91024,2008,90,6,84,5.66,1590
"1643",91025,2008,0,0,0,0,31
"1644",91030,2008,780,42,738,10.98,7104
"1645",91031,2008,0,0,0,0,20
"1646",91040,2008,233,90,143,10.7,2177
"1647",91041,2008,0,0,0,0,52
"1648",91042,2008,169,85,84,7.74,2184
"1649",91043,2008,0,0,0,0,22
"1650",91046,2008,0,0,0,0,30
"1651",91066,2008,0,0,0,0,148
"1652",91077,2008,0,0,0,0,12
"1653",91101,2008,4338,471,3867,16.08,26980
"1654",91102,2008,0,0,0,0,8
"1655",91103,2008,1416,472,944,17.66,8019
"1656",91104,2008,219,42,177,7.19,3047
"1657",91105,2008,1715,0,1715,9.23,18571
"1658",91106,2008,857,253,604,10.76,7967
"1659",91107,2008,1584,348,1236,9.33,16986
"1660",91108,2008,221,0,221,6.68,3307
"1661",91109,2008,0,0,0,0,10935
"1662",91114,2008,0,0,0,0,7
"1663",91115,2008,0,0,0,0,12
"1664",91116,2008,0,0,0,0,10
"1665",91125,2008,0,0,0,0,64
"1666",91201,2008,705,480,225,5.97,11806
"1667",91202,2008,327,22,305,9.76,3350
"1668",91203,2008,3533,637,2896,18.67,18926
"1669",91204,2008,1165,486,679,7.83,14886
"1670",91205,2008,789,304,485,11.68,6758
"1671",91206,2008,611,71,540,7.14,8557
"1672",91207,2008,108,11,97,15.93,678
"1673",91208,2008,244,16,228,5.63,4331
"1674",91209,2008,0,0,0,0,409
"1675",91210,2008,246,0,246,4.98,4937
"1676",91214,2008,367,110,257,8.36,4392
"1677",91221,2008,0,0,0,0,326
"1678",91222,2008,0,0,0,0,15
"1679",91224,2008,0,0,0,0,8
"1680",91225,2008,0,0,0,0,3
"1681",91226,2008,0,0,0,0,1
"1682",91301,2008,2755,1171,1584,19.36,14234
"1683",91302,2008,2764,694,2070,17.16,16106
"1684",91303,2008,688,215,473,5.39,12754
"1685",91304,2008,473,112,361,3.58,13216
"1686",91305,2008,0,0,0,0,224
"1687",91306,2008,149,39,110,4.29,3476
"1688",91307,2008,139,23,116,2.03,6856
"1689",91308,2008,0,0,0,0,39
"1690",91309,2008,0,0,0,0,28
"1691",91310,2008,0,0,0,0,79
"1692",91311,2008,3958,1604,2354,10.53,37588
"1693",91313,2008,0,0,0,0,329
"1694",91316,2008,1245,151,1094,16.15,7707
"1695",91321,2008,359,133,226,4.09,8773
"1696",91322,2008,0,0,0,0,292
"1697",91324,2008,853,170,683,4.99,17093
"1698",91325,2008,252,41,211,3.18,7934
"1699",91326,2008,334,34,300,9.26,3605
"1700",91327,2008,0,0,0,0,18
"1701",91328,2008,0,0,0,0,2210
"1702",91330,2008,0,0,0,0,5648
"1703",91331,2008,467,44,423,3.84,12177
"1704",91333,2008,0,0,0,0,25
"1705",91334,2008,0,0,0,0,50
"1706",91335,2008,349,84,265,4.12,8462
"1707",91337,2008,0,0,0,0,20
"1708",91340,2008,406,153,253,3.79,10714
"1709",91341,2008,0,0,0,0,277
"1710",91342,2008,657,18,639,3.2,20523
"1711",91343,2008,248,102,146,2.7,9180
"1712",91344,2008,507,87,420,6.63,7643
"1713",91345,2008,323,0,323,5.8,5569
"1714",91346,2008,0,0,0,0,1791
"1715",91350,2008,387,65,322,4.51,8574
"1716",91351,2008,457,152,305,5.16,8855
"1717",91352,2008,491,46,445,2.56,19150
"1718",91353,2008,0,0,0,0,569
"1719",91354,2008,102,18,84,8.61,1184
"1720",91355,2008,3897,679,3218,8.46,46060
"1721",91356,2008,1123,182,941,8.07,13916
"1722",91357,2008,6,0,6,2.78,216
"1723",91361,2008,2752,540,2212,18.68,14730
"1724",91362,2008,2993,505,2488,15.32,19542
"1725",91364,2008,1924,375,1549,11.04,17426
"1726",91365,2008,0,0,0,0,261
"1727",91367,2008,4604,1803,2801,13.94,33025
"1728",91372,2008,0,0,0,0,4
"1729",91376,2008,2,0,2,7.14,28
"1730",91380,2008,0,0,0,0,1683
"1731",91381,2008,165,30,135,4.13,3999
"1732",91383,2008,0,0,0,0,1508
"1733",91384,2008,150,45,105,7.65,1962
"1734",91385,2008,0,0,0,0,20
"1735",91386,2008,0,0,0,0,37
"1736",91387,2008,99,25,74,4.39,2253
"1737",91390,2008,78,10,68,8.13,959
"1738",91392,2008,0,0,0,0,2316
"1739",91393,2008,0,0,0,0,63
"1740",91394,2008,0,0,0,0,18
"1741",91395,2008,0,0,0,0,4
"1742",91396,2008,0,0,0,0,7
"1743",91401,2008,315,41,274,3.71,8491
"1744",91402,2008,368,139,229,3.43,10743
"1745",91403,2008,3320,1200,2120,23.51,14122
"1746",91404,2008,0,0,0,0,37
"1747",91405,2008,697,0,697,5.7,12227
"1748",91406,2008,2210,701,1509,10.41,21222
"1749",91407,2008,0,0,0,0,11
"1750",91408,2008,0,0,0,0,107
"1751",91409,2008,0,0,0,0,835
"1752",91410,2008,0,0,0,0,18
"1753",91411,2008,1377,520,857,15.64,8805
"1754",91412,2008,0,0,0,0,105
"1755",91413,2008,0,0,0,0,215
"1756",91416,2008,0,0,0,0,33
"1757",91423,2008,1737,419,1318,16.68,10414
"1758",91426,2008,0,0,0,0,37
"1759",91436,2008,6543,562,5981,36.98,17694
"1760",91501,2008,106,31,75,6.77,1566
"1761",91502,2008,21759,20158,1601,57.16,38066
"1762",91503,2008,0,0,0,0,412
"1763",91504,2008,49872,49048,824,83.24,59912
"1764",91505,2008,6965,4793,2172,26.07,26714
"1765",91506,2008,886,346,540,11.73,7552
"1766",91507,2008,0,0,0,0,68
"1767",91508,2008,0,0,0,0,2
"1768",91510,2008,0,0,0,0,1134
"1769",91521,2008,6333,6230,103,76.06,8326
"1770",91522,2008,6264,6264,0,97.22,6443
"1771",91523,2008,1238,1238,0,93.72,1321
"1772",91601,2008,1535,1162,373,18.72,8200
"1773",91602,2008,803,347,456,17.63,4555
"1774",91603,2008,0,0,0,0,224
"1775",91604,2008,1354,637,717,13.35,10142
"1776",91605,2008,610,263,347,3.85,15828
"1777",91606,2008,621,152,469,7.75,8011
"1778",91607,2008,629,335,294,11.47,5484
"1779",91608,2008,8756,8238,518,72.48,12081
"1780",91609,2008,0,0,0,0,24
"1781",91610,2008,0,0,0,0,10
"1782",91614,2008,0,0,0,0,24
"1783",91615,2008,0,0,0,0,164
"1784",91616,2008,0,0,0,0,52
"1785",91618,2008,0,0,0,0,12
"1786",91702,2008,278,49,229,1.7,16318
"1787",91706,2008,1636,1082,554,4.65,35205
"1788",91709,2008,393,44,349,3.84,10226
"1789",91710,2008,1158,303,855,2.94,39389
"1790",91711,2008,1094,53,1041,8.21,13323
"1791",91714,2008,0,0,0,0,334
"1792",91715,2008,0,0,0,0,1772
"1793",91716,2008,0,0,0,0,493
"1794",91722,2008,229,0,229,3.37,6787
"1795",91723,2008,442,168,274,4.6,9600
"1796",91724,2008,218,0,218,3.75,5807
"1797",91731,2008,820,172,648,4.22,19413
"1798",91732,2008,230,0,230,4.26,5405
"1799",91733,2008,457,67,390,2.28,20057
"1800",91734,2008,0,0,0,0,1023
"1801",91740,2008,1058,84,974,8.7,12167
"1802",91741,2008,215,7,208,4.82,4463
"1803",91744,2008,294,0,294,2.34,12589
"1804",91745,2008,1525,379,1146,8.4,18152
"1805",91746,2008,385,65,320,2.13,18091
"1806",91747,2008,0,0,0,0,619
"1807",91748,2008,1230,230,1000,4.44,27701
"1808",91749,2008,0,0,0,0,1100
"1809",91750,2008,514,117,397,4.78,10747
"1810",91754,2008,1742,598,1144,8.17,21333
"1811",91755,2008,115,8,107,4.91,2342
"1812",91759,2008,0,0,0,0,37
"1813",91765,2008,1112,113,999,9.04,12297
"1814",91766,2008,273,0,273,1.8,15169
"1815",91767,2008,492,243,249,3.91,12580
"1816",91768,2008,513,58,455,3.1,16531
"1817",91769,2008,8,0,8,0.21,3882
"1818",91770,2008,577,103,474,3.76,15352
"1819",91773,2008,959,0,959,4.85,19786
"1820",91775,2008,105,12,93,4.29,2448
"1821",91776,2008,422,22,400,4.3,9819
"1822",91778,2008,0,0,0,0,818
"1823",91780,2008,249,97,152,4.83,5156
"1824",91788,2008,0,0,0,0,402
"1825",91789,2008,1216,70,1146,6.02,20213
"1826",91790,2008,1067,140,927,8.14,13101
"1827",91791,2008,364,109,255,4.19,8683
"1828",91792,2008,72,0,72,1.93,3723
"1829",91793,2008,0,0,0,0,114
"1830",91801,2008,608,0,608,4.09,14849
"1831",91802,2008,0,0,0,0,416
"1832",91803,2008,320,44,276,3.81,8399
"1833",91804,2008,0,0,0,0,13
"1834",92397,2008,0,0,0,0,392
"1835",92821,2008,2062,179,1883,6.72,30698
"1836",92823,2008,136,0,136,3.8,3576
"1837",93243,2008,0,0,0,0,1323
"1838",93510,2008,21,0,21,1.52,1381
"1839",93523,2008,238,0,238,26.21,908
"1840",93532,2008,0,0,0,0,223
"1841",93534,2008,1355,130,1225,5.79,23398
"1842",93535,2008,294,96,198,3.72,7906
"1843",93536,2008,69,0,69,0.68,10140
"1844",93539,2008,0,0,0,0,100
"1845",93543,2008,0,0,0,0,1231
"1846",93544,2008,0,0,0,0,174
"1847",93550,2008,683,363,320,4.28,15976
"1848",93551,2008,556,287,269,5.22,10648
"1849",93552,2008,15,0,15,0.83,1814
"1850",93553,2008,0,0,0,0,272
"1851",93560,2008,36,0,36,2.56,1404
"1852",93563,2008,0,0,0,0,77
"1853",93584,2008,0,0,0,0,29
"1854",93586,2008,0,0,0,0,12
"1855",93590,2008,0,0,0,0,183
"1856",93591,2008,0,0,0,0,470
"1857",90001,2009,32,0,32,0.45,7138
"1858",90002,2009,0,0,0,0,1297
"1859",90003,2009,45,0,45,1.07,4206
"1860",90004,2009,940,268,672,12.86,7312
"1861",90005,2009,581,322,259,12.37,4698
"1862",90006,2009,325,35,290,4.35,7469
"1863",90007,2009,325,79,246,2.61,12470
"1864",90008,2009,116,78,38,4.14,2799
"1865",90009,2009,0,0,0,0,4085
"1866",90010,2009,4789,805,3984,15.59,30714
"1867",90011,2009,70,0,70,0.84,8323
"1868",90012,2009,5389,3818,1571,3.45,156065
"1869",90013,2009,1157,228,929,8.05,14368
"1870",90014,2009,737,35,702,6.13,12022
"1871",90015,2009,578,0,578,1.72,33612
"1872",90016,2009,891,316,575,11.03,8079
"1873",90017,2009,12865,1595,11270,34.87,36896
"1874",90018,2009,135,12,123,3.49,3870
"1875",90019,2009,248,53,195,4.57,5424
"1876",90020,2009,71,5,66,0.59,12003
"1877",90021,2009,378,0,378,1.35,28020
"1878",90022,2009,445,150,295,2.73,16324
"1879",90023,2009,345,49,296,1.75,19723
"1880",90024,2009,3596,1184,2412,7.4,48624
"1881",90025,2009,8905,3973,4932,30.68,29023
"1882",90026,2009,520,98,422,8.68,5990
"1883",90027,2009,1901,1660,241,9.14,20808
"1884",90028,2009,6855,3955,2900,30.23,22676
"1885",90029,2009,53,0,53,1.04,5085
"1886",90030,2009,0,0,0,0,283
"1887",90031,2009,318,27,291,4.3,7400
"1888",90032,2009,122,0,122,1.94,6290
"1889",90033,2009,297,0,297,1.74,17059
"1890",90034,2009,1030,305,725,12.55,8208
"1891",90035,2009,3559,3174,385,28.64,12427
"1892",90036,2009,5600,3263,2337,25.7,21791
"1893",90037,2009,121,0,121,2.06,5865
"1894",90038,2009,5152,4339,813,43.2,11925
"1895",90039,2009,504,83,421,5.66,8897
"1896",90040,2009,1773,0,1773,4.5,39382
"1897",90041,2009,310,0,310,5.15,6015
"1898",90042,2009,143,27,116,5.07,2818
"1899",90043,2009,36,0,36,1.21,2981
"1900",90044,2009,28,20,8,1.14,2449
"1901",90045,2009,3916,1365,2551,6.5,60238
"1902",90046,2009,916,308,608,7.68,11930
"1903",90047,2009,35,0,35,0.94,3712
"1904",90048,2009,5053,1182,3871,15.35,32911
"1905",90049,2009,5113,0,5113,27.45,18628
"1906",90051,2009,0,0,0,0,305
"1907",90052,2009,0,0,0,0,2656
"1908",90053,2009,0,0,0,0,3
"1909",90054,2009,0,0,0,0,437
"1910",90055,2009,0,0,0,0,46
"1911",90056,2009,392,217,175,15.05,2604
"1912",90057,2009,768,48,720,7.95,9659
"1913",90058,2009,1153,65,1088,2.82,40819
"1914",90059,2009,0,0,0,0,2899
"1915",90060,2009,0,0,0,0,64
"1916",90061,2009,73,0,73,1.38,5273
"1917",90062,2009,0,0,0,0,1427
"1918",90063,2009,113,27,86,3.29,3430
"1919",90064,2009,5858,1405,4453,28.74,20384
"1920",90065,2009,794,475,319,10.27,7731
"1921",90066,2009,3839,1218,2621,30.69,12507
"1922",90067,2009,10003,2770,7233,40.95,24428
"1923",90068,2009,1153,551,602,29.69,3884
"1924",90069,2009,2105,503,1602,13.26,15876
"1925",90070,2009,0,0,0,0,117
"1926",90071,2009,11546,309,11237,38.35,30110
"1927",90072,2009,0,0,0,0,9
"1928",90073,2009,0,0,0,0,4259
"1929",90075,2009,0,0,0,0,5
"1930",90076,2009,0,0,0,0,11
"1931",90077,2009,114,24,90,4.58,2491
"1932",90078,2009,0,0,0,0,18
"1933",90079,2009,48,0,48,4.49,1068
"1934",90080,2009,0,0,0,0,24
"1935",90082,2009,0,0,0,NA,0
"1936",90083,2009,0,0,0,0,2
"1937",90086,2009,145,0,145,10.6,1368
"1938",90087,2009,0,0,0,0,4
"1939",90089,2009,0,0,0,0,23492
"1940",90091,2009,0,0,0,0,13
"1941",90093,2009,0,0,0,0,102
"1942",90094,2009,8,0,8,0.96,830
"1943",90095,2009,173,0,173,1.98,8736
"1944",90201,2009,213,0,213,1.45,14724
"1945",90202,2009,0,0,0,0,55
"1946",90209,2009,9,9,0,2.43,370
"1947",90210,2009,2687,1287,1400,14.25,18853
"1948",90211,2009,1373,410,963,14.41,9527
"1949",90212,2009,2600,396,2204,18.39,14137
"1950",90213,2009,0,0,0,0,263
"1951",90220,2009,802,128,674,3.37,23793
"1952",90221,2009,215,55,160,1.91,11286
"1953",90222,2009,0,0,0,0,2205
"1954",90224,2009,0,0,0,0,181
"1955",90230,2009,2359,1048,1311,11.02,21397
"1956",90231,2009,0,0,0,0,8308
"1957",90232,2009,2646,719,1927,16.29,16239
"1958",90233,2009,0,0,0,0,14
"1959",90240,2009,157,0,157,3.97,3958
"1960",90241,2009,704,259,445,3.71,18969
"1961",90242,2009,453,34,419,4.3,10539
"1962",90245,2009,18481,5118,13363,31.61,58464
"1963",90247,2009,129,0,129,0.99,12971
"1964",90248,2009,1479,781,698,5.59,26470
"1965",90249,2009,83,0,83,0.94,8804
"1966",90250,2009,688,115,573,3.37,20404
"1967",90251,2009,0,0,0,0,210
"1968",90254,2009,564,156,408,9.79,5760
"1969",90255,2009,431,218,213,3.66,11770
"1970",90260,2009,275,0,275,5.55,4957
"1971",90261,2009,21,0,21,67.74,31
"1972",90262,2009,41,0,41,0.41,9944
"1973",90263,2009,0,0,0,0,1160
"1974",90264,2009,0,0,0,0,7
"1975",90265,2009,1030,330,700,15.88,6486
"1976",90266,2009,2349,540,1809,15.84,14834
"1977",90267,2009,0,0,0,0,23
"1978",90270,2009,33,0,33,1.32,2504
"1979",90272,2009,577,119,458,14.42,4002
"1980",90274,2009,533,227,306,7.77,6863
"1981",90275,2009,372,31,341,12.24,3038
"1982",90277,2009,687,115,572,7.08,9704
"1983",90278,2009,1786,214,1572,12.04,14831
"1984",90280,2009,693,126,567,4.84,14326
"1985",90290,2009,49,13,36,6.3,778
"1986",90291,2009,1875,742,1133,25.44,7370
"1987",90292,2009,1564,211,1353,13.88,11271
"1988",90293,2009,240,17,223,25.67,935
"1989",90294,2009,0,0,0,0,81
"1990",90295,2009,0,0,0,NA,0
"1991",90301,2009,262,95,167,2.02,12978
"1992",90302,2009,80,0,80,2.31,3470
"1993",90303,2009,101,32,69,2.15,4690
"1994",90304,2009,78,0,78,2.39,3258
"1995",90305,2009,8,0,8,1.33,601
"1996",90306,2009,0,0,0,0,306
"1997",90307,2009,0,0,0,0,1
"1998",90308,2009,0,0,0,0,18
"1999",90310,2009,0,0,0,0,36
"2000",90311,2009,0,0,0,0,21
"2001",90312,2009,0,0,0,0,15
"2002",90401,2009,4981,2816,2165,21.08,23632
"2003",90402,2009,180,36,144,11.71,1537
"2004",90403,2009,994,200,794,12.77,7785
"2005",90404,2009,7380,3807,3573,32.11,22981
"2006",90405,2009,3158,840,2318,20.5,15407
"2007",90406,2009,0,0,0,0,85
"2008",90407,2009,0,0,0,0,937
"2009",90408,2009,0,0,0,0,1
"2010",90409,2009,0,0,0,0,4
"2011",90410,2009,0,0,0,0,132
"2012",90411,2009,0,0,0,NA,0
"2013",90501,2009,2642,560,2082,10.4,25398
"2014",90502,2009,668,0,668,4.51,14797
"2015",90503,2009,2219,262,1957,8.3,26727
"2016",90504,2009,466,80,386,6.75,6904
"2017",90505,2009,2166,135,2031,7.75,27944
"2018",90506,2009,0,0,0,0,1155
"2019",90507,2009,0,0,0,0,71
"2020",90508,2009,0,0,0,0,8
"2021",90509,2009,41,0,41,0.68,5995
"2022",90510,2009,0,0,0,0,315
"2023",90601,2009,243,0,243,2.39,10188
"2024",90602,2009,416,8,408,5.77,7205
"2025",90603,2009,228,22,206,5.31,4290
"2026",90604,2009,39,3,36,1.75,2230
"2027",90605,2009,209,0,209,2.7,7751
"2028",90606,2009,114,40,74,2.5,4555
"2029",90607,2009,0,0,0,0,62
"2030",90608,2009,0,0,0,0,1722
"2031",90609,2009,0,0,0,0,11
"2032",90610,2009,0,0,0,0,20
"2033",90623,2009,0,0,0,0,5749
"2034",90630,2009,2217,971,1246,10.43,21255
"2035",90631,2009,426,135,291,2.95,14433
"2036",90637,2009,0,0,0,0,243
"2037",90638,2009,584,53,531,3.33,17561
"2038",90639,2009,0,0,0,0,50
"2039",90640,2009,428,118,310,2.23,19211
"2040",90650,2009,524,152,372,2.57,20402
"2041",90651,2009,0,0,0,0,115
"2042",90652,2009,0,0,0,0,1
"2043",90660,2009,446,96,350,3.37,13253
"2044",90662,2009,0,0,0,0,6
"2045",90670,2009,1805,482,1323,3.8,47468
"2046",90671,2009,0,0,0,NA,0
"2047",90701,2009,941,61,880,8.63,10902
"2048",90702,2009,0,0,0,0,725
"2049",90703,2009,1884,0,1884,7.01,26861
"2050",90704,2009,9,0,9,0.39,2298
"2051",90706,2009,235,0,235,1.86,12666
"2052",90707,2009,0,0,0,0,127
"2053",90710,2009,148,16,132,2.37,6233
"2054",90711,2009,0,0,0,0,34
"2055",90712,2009,383,215,168,3.71,10318
"2056",90713,2009,26,0,26,0.72,3624
"2057",90714,2009,0,0,0,0,1041
"2058",90715,2009,7,0,7,0.93,749
"2059",90716,2009,17,0,17,0.5,3384
"2060",90717,2009,113,20,93,3.83,2954
"2061",90723,2009,634,84,550,4.42,14349
"2062",90731,2009,945,84,861,8.95,10558
"2063",90732,2009,103,0,103,3.46,2973
"2064",90733,2009,0,0,0,0,148
"2065",90734,2009,0,0,0,0,6
"2066",90744,2009,107,27,80,1.13,9439
"2067",90745,2009,469,39,430,3.57,13149
"2068",90746,2009,817,0,817,6.37,12816
"2069",90747,2009,0,0,0,0,1877
"2070",90748,2009,0,0,0,0,428
"2071",90749,2009,0,0,0,0,1462
"2072",90755,2009,526,30,496,6.47,8131
"2073",90801,2009,160,0,160,1.38,11557
"2074",90802,2009,2993,677,2316,11.85,25265
"2075",90803,2009,529,121,408,6.14,8620
"2076",90804,2009,532,84,448,6.66,7988
"2077",90805,2009,208,6,202,1.88,11057
"2078",90806,2009,910,31,879,5.63,16174
"2079",90807,2009,1017,0,1017,7.11,14309
"2080",90808,2009,480,347,133,5.4,8883
"2081",90809,2009,0,0,0,0,1125
"2082",90810,2009,936,0,936,7.57,12358
"2083",90813,2009,227,0,227,2.12,10708
"2084",90814,2009,77,16,61,5.95,1294
"2085",90815,2009,661,241,420,6.34,10426
"2086",90822,2009,0,0,0,0,427
"2087",90831,2009,304,0,304,16.3,1865
"2088",90832,2009,0,0,0,0,38
"2089",90840,2009,0,0,0,0,4968
"2090",90846,2009,152,0,152,1.94,7854
"2091",90853,2009,0,0,0,0,4
"2092",91001,2009,327,92,235,12.4,2638
"2093",91003,2009,0,0,0,0,7
"2094",91006,2009,1033,54,979,8.38,12325
"2095",91007,2009,661,129,532,5.79,11424
"2096",91008,2009,0,0,0,0,2
"2097",91009,2009,0,0,0,0,373
"2098",91010,2009,129,8,121,1.18,10968
"2099",91011,2009,333,90,243,5.83,5715
"2100",91012,2009,0,0,0,0,3
"2101",91016,2009,1759,282,1477,11.23,15663
"2102",91017,2009,0,0,0,0,221
"2103",91020,2009,212,79,133,9.52,2226
"2104",91021,2009,0,0,0,0,32
"2105",91024,2009,79,6,73,5.05,1563
"2106",91025,2009,0,0,0,0,26
"2107",91030,2009,688,24,664,10.03,6861
"2108",91031,2009,0,0,0,0,18
"2109",91040,2009,217,90,127,10.49,2069
"2110",91041,2009,0,0,0,0,48
"2111",91042,2009,105,44,61,4.92,2133
"2112",91043,2009,0,0,0,0,23
"2113",91046,2009,0,0,0,0,26
"2114",91066,2009,0,0,0,0,149
"2115",91077,2009,0,0,0,0,5
"2116",91101,2009,3949,385,3564,16.07,24581
"2117",91102,2009,0,0,0,0,13
"2118",91103,2009,725,0,725,9.49,7641
"2119",91104,2009,237,45,192,7.78,3047
"2120",91105,2009,1278,0,1278,7.81,16359
"2121",91106,2009,827,249,578,11.2,7381
"2122",91107,2009,1455,294,1161,9.31,15628
"2123",91108,2009,182,0,182,5.85,3111
"2124",91109,2009,0,0,0,0,13290
"2125",91114,2009,0,0,0,0,6
"2126",91115,2009,0,0,0,0,11
"2127",91116,2009,0,0,0,0,15
"2128",91125,2009,0,0,0,0,71
"2129",91201,2009,698,432,266,6.36,10975
"2130",91202,2009,336,22,314,10.69,3142
"2131",91203,2009,3489,539,2950,20.4,17104
"2132",91204,2009,1233,466,767,8.8,14010
"2133",91205,2009,658,254,404,10.17,6471
"2134",91206,2009,645,79,566,7.35,8775
"2135",91207,2009,107,13,94,16.54,647
"2136",91208,2009,213,12,201,5.53,3854
"2137",91209,2009,0,0,0,0,154
"2138",91210,2009,253,106,147,5.56,4553
"2139",91214,2009,251,35,216,6.66,3766
"2140",91221,2009,0,0,0,0,249
"2141",91222,2009,0,0,0,0,15
"2142",91224,2009,0,0,0,0,6
"2143",91225,2009,0,0,0,0,5
"2144",91226,2009,0,0,0,0,1
"2145",91301,2009,2909,933,1976,22.17,13121
"2146",91302,2009,2672,728,1944,18.91,14130
"2147",91303,2009,600,181,419,5.2,11530
"2148",91304,2009,514,187,327,4.07,12629
"2149",91305,2009,0,0,0,0,225
"2150",91306,2009,177,58,119,5.55,3189
"2151",91307,2009,315,26,289,4.8,6562
"2152",91308,2009,0,0,0,0,39
"2153",91309,2009,0,0,0,0,15
"2154",91310,2009,0,0,0,0,74
"2155",91311,2009,3377,1286,2091,9.82,34389
"2156",91313,2009,0,0,0,0,321
"2157",91316,2009,1216,159,1057,16.15,7531
"2158",91321,2009,399,145,254,5.02,7943
"2159",91322,2009,0,0,0,0,308
"2160",91324,2009,882,159,723,5.54,15926
"2161",91325,2009,233,49,184,2.94,7935
"2162",91326,2009,230,21,209,7.11,3233
"2163",91327,2009,0,0,0,0,18
"2164",91328,2009,0,0,0,0,2262
"2165",91330,2009,0,0,0,0,5341
"2166",91331,2009,553,40,513,5.11,10829
"2167",91333,2009,0,0,0,0,1
"2168",91334,2009,0,0,0,0,40
"2169",91335,2009,253,96,157,3.13,8091
"2170",91337,2009,0,0,0,0,16
"2171",91340,2009,339,158,181,3.25,10425
"2172",91341,2009,0,0,0,0,275
"2173",91342,2009,343,36,307,1.79,19130
"2174",91343,2009,265,85,180,3.12,8502
"2175",91344,2009,398,83,315,5.65,7045
"2176",91345,2009,331,0,331,7.23,4575
"2177",91346,2009,0,0,0,0,1836
"2178",91350,2009,375,49,326,4.69,7999
"2179",91351,2009,427,137,290,5.75,7421
"2180",91352,2009,411,121,290,2.45,16761
"2181",91353,2009,0,0,0,0,525
"2182",91354,2009,135,20,115,9.45,1428
"2183",91355,2009,3266,810,2456,7.61,42909
"2184",91356,2009,1050,148,902,8.67,12111
"2185",91357,2009,0,0,0,0,231
"2186",91361,2009,2431,383,2048,17.81,13647
"2187",91362,2009,2714,421,2293,15.18,17877
"2188",91364,2009,1650,332,1318,10.13,16282
"2189",91365,2009,0,0,0,0,334
"2190",91367,2009,4171,1330,2841,13.55,30776
"2191",91372,2009,0,0,0,0,3
