"","GEOID","year","tech","info","prof","per","total"
"2899",90264,2011,2,0,2,12.5,16
"2900",90265,2011,1145,300,845,17.15,6675
"2901",90266,2011,2103,578,1525,12.97,16217
"2902",90267,2011,0,0,0,0,70
"2903",90270,2011,41,0,41,1.29,3182
"2904",90272,2011,634,127,507,15.2,4170
"2905",90274,2011,607,193,414,9.24,6571
"2906",90275,2011,349,9,340,9.81,3557
"2907",90277,2011,711,94,617,7.32,9718
"2908",90278,2011,1608,203,1405,10.94,14699
"2909",90280,2011,693,95,598,3.07,22568
"2910",90290,2011,68,22,46,9.83,692
"2911",90291,2011,1967,853,1114,24.56,8009
"2912",90292,2011,1896,313,1583,15.65,12113
"2913",90293,2011,256,26,230,25.1,1020
"2914",90294,2011,0,0,0,0,15
"2915",90295,2011,0,0,0,0,3
"2916",90301,2011,296,129,167,2.23,13271
"2917",90302,2011,88,0,88,2.15,4085
"2918",90303,2011,77,3,74,1.62,4757
"2919",90304,2011,60,0,60,1.98,3027
"2920",90305,2011,9,0,9,1.58,570
"2921",90306,2011,0,0,0,0,205
"2922",90307,2011,0,0,0,0,1
"2923",90308,2011,0,0,0,0,16
"2924",90310,2011,0,0,0,0,36
"2925",90311,2011,0,0,0,0,17
"2926",90312,2011,0,0,0,0,24
"2927",90401,2011,6512,2879,3633,23.73,27441
"2928",90402,2011,316,31,285,13.41,2356
"2929",90403,2011,1034,276,758,12.67,8163
"2930",90404,2011,7192,4142,3050,30.61,23492
"2931",90405,2011,3747,1231,2516,23.45,15978
"2932",90406,2011,0,0,0,0,141
"2933",90407,2011,0,0,0,0,18
"2934",90408,2011,0,0,0,0,1
"2935",90409,2011,0,0,0,0,5
"2936",90410,2011,0,0,0,0,130
"2937",90501,2011,2470,406,2064,10.12,24417
"2938",90502,2011,958,0,958,6.09,15734
"2939",90503,2011,2237,427,1810,8.04,27816
"2940",90504,2011,524,130,394,6.3,8324
"2941",90505,2011,2326,130,2196,8.12,28632
"2942",90506,2011,0,0,0,0,1123
"2943",90507,2011,0,0,0,0,133
"2944",90508,2011,0,0,0,0,3
"2945",90509,2011,70,0,70,1.38,5055
"2946",90510,2011,0,0,0,0,266
"2947",90601,2011,314,0,314,2.9,10821
"2948",90602,2011,369,4,365,4.9,7536
"2949",90603,2011,250,27,223,6.44,3885
"2950",90604,2011,48,0,48,2.1,2283
"2951",90605,2011,206,0,206,2.72,7561
"2952",90606,2011,148,17,131,3.05,4858
"2953",90607,2011,0,0,0,0,62
"2954",90608,2011,0,0,0,0,1390
"2955",90609,2011,0,0,0,0,12
"2956",90610,2011,0,0,0,0,20
"2957",90623,2011,33,33,0,0.6,5543
"2958",90630,2011,2438,620,1818,11.77,20715
"2959",90631,2011,432,104,328,3.25,13305
"2960",90637,2011,0,0,0,0,124
"2961",90638,2011,1041,98,943,7.33,14201
"2962",90639,2011,0,0,0,0,1451
"2963",90640,2011,738,119,619,3.58,20623
"2964",90650,2011,513,159,354,2.66,19262
"2965",90651,2011,0,0,0,0,108
"2966",90652,2011,0,0,0,0,1
"2967",90660,2011,447,109,338,3.19,13997
"2968",90662,2011,0,0,0,0,7
"2969",90670,2011,1365,378,987,2.81,48509
"2970",90701,2011,966,53,913,9.52,10150
"2971",90702,2011,0,0,0,0,531
"2972",90703,2011,1867,0,1867,6.75,27639
"2973",90704,2011,5,5,0,0.21,2333
"2974",90706,2011,522,268,254,3.86,13506
"2975",90707,2011,0,0,0,0,83
"2976",90710,2011,88,20,68,1.27,6911
"2977",90711,2011,0,0,0,0,52
"2978",90712,2011,449,222,227,4.01,11189
"2979",90713,2011,35,0,35,1.19,2937
"2980",90714,2011,0,0,0,0,981
"2981",90715,2011,6,0,6,0.64,938
"2982",90716,2011,13,0,13,0.36,3573
"2983",90717,2011,133,20,113,4.09,3251
"2984",90723,2011,591,119,472,3.71,15948
"2985",90731,2011,654,83,571,5.83,11221
"2986",90732,2011,95,0,95,3.13,3039
"2987",90733,2011,0,0,0,0,68
"2988",90734,2011,0,0,0,NA,0
"2989",90744,2011,113,19,94,1.08,10462
"2990",90745,2011,248,40,208,1.81,13709
"2991",90746,2011,1075,62,1013,8.23,13067
"2992",90747,2011,65,65,0,3.17,2048
"2993",90748,2011,0,0,0,0,492
"2994",90749,2011,44,0,44,2.79,1577
"2995",90755,2011,692,31,661,8.01,8644
"2996",90801,2011,152,0,152,1.88,8074
"2997",90802,2011,2731,466,2265,10.75,25400
"2998",90803,2011,700,114,586,8.06,8685
"2999",90804,2011,580,20,560,8.13,7130
"3000",90805,2011,237,27,210,2.17,10914
"3001",90806,2011,1116,33,1083,6.28,17781
"3002",90807,2011,943,0,943,8.13,11593
"3003",90808,2011,513,255,258,5.94,8630
"3004",90809,2011,0,0,0,0,881
"3005",90810,2011,677,0,677,5.48,12360
"3006",90813,2011,215,0,215,2.06,10419
"3007",90814,2011,83,15,68,5.74,1445
"3008",90815,2011,363,0,363,3.11,11663
"3009",90822,2011,0,0,0,0,2869
"3010",90831,2011,287,0,287,17,1688
"3011",90832,2011,0,0,0,0,11
"3012",90840,2011,0,0,0,0,5039
"3013",90846,2011,3,0,3,0.05,5617
"3014",90853,2011,0,0,0,0,5
"3015",91001,2011,362,117,245,11.73,3085
"3016",91003,2011,0,0,0,0,6
"3017",91006,2011,980,57,923,7.9,12406
"3018",91007,2011,815,112,703,7.17,11372
"3019",91008,2011,0,0,0,0,27
"3020",91009,2011,0,0,0,0,413
"3021",91010,2011,107,9,98,1.02,10537
"3022",91011,2011,334,99,235,5.74,5820
"3023",91012,2011,0,0,0,0,1
"3024",91016,2011,1784,239,1545,11.38,15679
"3025",91017,2011,0,0,0,0,250
"3026",91020,2011,193,59,134,8.2,2355
"3027",91021,2011,0,0,0,0,36
"3028",91024,2011,130,7,123,7.54,1725
"3029",91025,2011,0,0,0,0,18
"3030",91030,2011,749,128,621,12.66,5915
"3031",91031,2011,0,0,0,0,7
"3032",91040,2011,220,98,122,7.97,2760
"3033",91041,2011,0,0,0,0,33
"3034",91042,2011,91,41,50,3.85,2362
"3035",91043,2011,0,0,0,0,36
"3036",91046,2011,0,0,0,0,14
"3037",91066,2011,0,0,0,0,139
"3038",91077,2011,0,0,0,0,7
"3039",91101,2011,4002,526,3476,16.85,23747
"3040",91102,2011,0,0,0,0,15
"3041",91103,2011,1628,979,649,20.37,7993
"3042",91104,2011,234,50,184,7.53,3108
"3043",91105,2011,1466,0,1466,8.82,16612
"3044",91106,2011,845,164,681,11.71,7214
"3045",91107,2011,1277,216,1061,8.25,15488
"3046",91108,2011,246,0,246,8.43,2917
"3047",91109,2011,0,0,0,0,13585
"3048",91114,2011,0,0,0,0,2
"3049",91115,2011,0,0,0,0,1
"3050",91116,2011,0,0,0,0,13
"3051",91117,2011,0,0,0,0,2
"3052",91118,2011,0,0,0,0,2
"3053",91125,2011,0,0,0,0,63
"3054",91201,2011,767,510,257,7.52,10194
"3055",91202,2011,371,40,331,10.92,3397
"3056",91203,2011,3884,727,3157,23.23,16718
"3057",91204,2011,638,0,638,4.4,14485
"3058",91205,2011,655,193,462,8.7,7528
"3059",91206,2011,687,74,613,7.28,9442
"3060",91207,2011,118,12,106,17.43,677
"3061",91208,2011,205,15,190,5.59,3664
"3062",91209,2011,0,0,0,0,129
"3063",91210,2011,272,111,161,5.94,4580
"3064",91214,2011,318,7,311,8.45,3762
"3065",91221,2011,0,0,0,0,148
"3066",91222,2011,0,0,0,0,12
"3067",91224,2011,0,0,0,0,20
"3068",91225,2011,0,0,0,0,1
"3069",91226,2011,0,0,0,0,1
"3070",91301,2011,2802,965,1837,20.52,13655
"3071",91302,2011,3075,841,2234,19.81,15520
"3072",91303,2011,556,183,373,4.56,12192
"3073",91304,2011,1027,164,863,8.33,12329
"3074",91305,2011,0,0,0,0,205
"3075",91306,2011,237,69,168,6.36,3725
"3076",91307,2011,281,35,246,4.21,6670
"3077",91308,2011,0,0,0,0,34
"3078",91309,2011,0,0,0,0,10
"3079",91310,2011,0,0,0,0,56
"3080",91311,2011,3014,951,2063,8.44,35729
"3081",91313,2011,0,0,0,0,320
"3082",91316,2011,1336,202,1134,16.99,7862
"3083",91321,2011,431,173,258,5.81,7420
"3084",91322,2011,0,0,0,0,264
"3085",91324,2011,662,0,662,3.88,17047
"3086",91325,2011,216,43,173,2.67,8089
"3087",91326,2011,220,43,177,6.21,3542
"3088",91327,2011,0,0,0,0,8
"3089",91328,2011,0,0,0,0,2252
"3090",91330,2011,0,0,0,0,5870
"3091",91331,2011,437,47,390,3.6,12149
"3092",91334,2011,0,0,0,0,13
"3093",91335,2011,325,123,202,3.42,9507
"3094",91337,2011,0,0,0,0,11
"3095",91340,2011,328,163,165,3.11,10549
"3096",91341,2011,0,0,0,0,275
"3097",91342,2011,361,57,304,1.87,19345
"3098",91343,2011,622,35,587,7.07,8794
"3099",91344,2011,340,30,310,4.19,8106
"3100",91345,2011,341,0,341,7.48,4561
"3101",91346,2011,0,0,0,0,2090
"3102",91350,2011,369,61,308,4.55,8107
"3103",91351,2011,421,127,294,6.22,6771
"3104",91352,2011,580,114,466,3.26,17792
"3105",91353,2011,0,0,0,0,523
"3106",91354,2011,114,0,114,7.55,1510
"3107",91355,2011,3119,814,2305,7.19,43374
"3108",91356,2011,1060,115,945,8.93,11870
"3109",91357,2011,5,5,0,1.28,391
"3110",91361,2011,2340,324,2016,16.29,14368
"3111",91362,2011,2130,324,1806,11.11,19164
"3112",91364,2011,1782,343,1439,10.63,16761
"3113",91365,2011,0,0,0,0,290
"3114",91367,2011,4100,1120,2980,12.89,31815
"3115",91372,2011,0,0,0,0,7
"3116",91376,2011,4,0,4,25,16
"3117",91380,2011,0,0,0,0,1477
"3118",91381,2011,214,28,186,5.86,3653
"3119",91383,2011,0,0,0,0,1198
"3120",91384,2011,76,11,65,4.42,1718
"3121",91385,2011,0,0,0,0,11
"3122",91386,2011,0,0,0,0,27
"3123",91387,2011,85,34,51,5.7,1490
"3124",91390,2011,115,12,103,11.18,1029
"3125",91392,2011,0,0,0,0,2159
"3126",91393,2011,0,0,0,0,66
"3127",91394,2011,0,0,0,0,11
"3128",91395,2011,0,0,0,0,2
"3129",91396,2011,0,0,0,0,8
"3130",91401,2011,286,38,248,3.86,7403
"3131",91402,2011,355,80,275,3.15,11266
"3132",91403,2011,3522,1131,2391,25.69,13707
"3133",91404,2011,0,0,0,0,8
"3134",91405,2011,857,746,111,7.4,11578
"3135",91406,2011,1944,729,1215,9.21,21101
"3136",91407,2011,0,0,0,0,5
"3137",91408,2011,0,0,0,0,65
"3138",91409,2011,0,0,0,0,979
"3139",91410,2011,0,0,0,0,13
"3140",91411,2011,1228,244,984,13.15,9339
"3141",91412,2011,0,0,0,0,101
"3142",91413,2011,0,0,0,0,116
"3143",91416,2011,0,0,0,0,20
"3144",91423,2011,1438,240,1198,14.55,9881
"3145",91426,2011,0,0,0,0,18
"3146",91436,2011,6415,537,5878,36.32,17663
"3147",91501,2011,75,29,46,4.4,1706
"3148",91502,2011,24865,22659,2206,57.4,43322
"3149",91503,2011,0,0,0,0,384
"3150",91504,2011,36331,34395,1936,77.12,47107
"3151",91505,2011,6718,4195,2523,26.67,25185
"3152",91506,2011,962,254,708,11.84,8125
"3153",91507,2011,0,0,0,0,54
"3154",91508,2011,0,0,0,NA,0
"3155",91510,2011,301,233,68,24.65,1221
"3156",91521,2011,6019,5912,107,77.23,7794
"3157",91522,2011,5637,5637,0,96.72,5828
"3158",91523,2011,862,862,0,93.59,921
"3159",91601,2011,1542,1043,499,17.49,8817
"3160",91602,2011,704,302,402,16.02,4394
"3161",91603,2011,0,0,0,0,161
"3162",91604,2011,1512,496,1016,14.29,10580
"3163",91605,2011,602,222,380,4.07,14786
"3164",91606,2011,467,129,338,5.85,7978
"3165",91607,2011,439,145,294,10.57,4154
"3166",91608,2011,8886,8544,342,71.19,12482
"3167",91609,2011,0,0,0,0,10
"3168",91610,2011,0,0,0,0,15
"3169",91614,2011,0,0,0,0,36
"3170",91615,2011,0,0,0,0,146
"3171",91616,2011,0,0,0,0,29
"3172",91617,2011,0,0,0,NA,0
"3173",91702,2011,473,70,403,2.96,15958
"3174",91706,2011,1204,576,628,3.64,33118
"3175",91709,2011,498,11,487,4.83,10315
"3176",91710,2011,1360,517,843,4.05,33593
"3177",91711,2011,827,42,785,6.35,13016
"3178",91714,2011,0,0,0,0,91
"3179",91715,2011,0,0,0,0,1506
"3180",91716,2011,0,0,0,0,984
"3181",91722,2011,148,0,148,1.63,9063
"3182",91723,2011,434,127,307,6.66,6521
"3183",91724,2011,270,20,250,5.2,5194
"3184",91731,2011,885,211,674,5.5,16079
"3185",91732,2011,79,0,79,1.65,4779
"3186",91733,2011,554,47,507,3.2,17321
"3187",91734,2011,0,0,0,0,854
"3188",91740,2011,1196,152,1044,11.08,10795
"3189",91741,2011,177,6,171,4.43,3993
"3190",91744,2011,275,0,275,2.43,11315
"3191",91745,2011,1077,338,739,7.58,14213
"3192",91746,2011,271,0,271,1.68,16091
"3193",91747,2011,0,0,0,0,350
"3194",91748,2011,1187,234,953,4.55,26087
"3195",91749,2011,0,0,0,0,756
"3196",91750,2011,338,62,276,3.51,9616
"3197",91754,2011,1753,306,1447,8.99,19510
"3198",91755,2011,93,0,93,3.26,2853
"3199",91759,2011,0,0,0,0,54
"3200",91765,2011,938,12,926,8.59,10925
"3201",91766,2011,163,0,163,1.1,14837
"3202",91767,2011,187,0,187,1.66,11256
"3203",91768,2011,512,63,449,3.04,16846
"3204",91769,2011,0,0,0,0,2860
"3205",91770,2011,545,82,463,3.62,15070
"3206",91773,2011,2211,1486,725,12.09,18291
"3207",91775,2011,109,7,102,4.45,2451
"3208",91776,2011,455,21,434,4.35,10468
"3209",91778,2011,0,0,0,0,906
"3210",91780,2011,233,69,164,4.45,5238
"3211",91788,2011,0,0,0,0,221
"3212",91789,2011,1026,55,971,5.47,18771
"3213",91790,2011,966,121,845,7.72,12505
"3214",91791,2011,250,0,250,3.52,7104
"3215",91792,2011,99,0,99,3.48,2841
"3216",91793,2011,0,0,0,0,96
"3217",91801,2011,962,233,729,7.01,13722
"3218",91802,2011,0,0,0,0,440
"3219",91803,2011,280,29,251,3.63,7721
"3220",91804,2011,0,0,0,0,12
"3221",92397,2011,10,0,10,2.37,422
"3222",92821,2011,2393,111,2282,7.95,30082
"3223",92823,2011,74,0,74,1.97,3747
"3224",93243,2011,0,0,0,0,1559
"3225",93510,2011,6,0,6,0.54,1111
"3226",93523,2011,329,0,329,42.4,776
"3227",93532,2011,0,0,0,0,174
"3228",93534,2011,1306,115,1191,5.92,22064
"3229",93535,2011,205,69,136,2.65,7740
"3230",93536,2011,216,102,114,2.3,9380
"3231",93539,2011,0,0,0,0,46
"3232",93543,2011,0,0,0,0,641
"3233",93544,2011,0,0,0,0,147
"3234",93550,2011,451,275,176,3.13,14393
"3235",93551,2011,598,241,357,5.42,11032
"3236",93552,2011,13,0,13,0.78,1677
"3237",93553,2011,0,0,0,0,233
"3238",93560,2011,35,0,35,2.83,1235
"3239",93563,2011,0,0,0,0,53
"3240",93584,2011,0,0,0,0,21
"3241",93586,2011,0,0,0,0,6
"3242",93590,2011,0,0,0,0,189
"3243",93591,2011,0,0,0,0,355
"3244",90001,2012,53,0,53,0.63,8421
"3245",90002,2012,0,0,0,0,1945
"3246",90003,2012,51,27,24,0.85,5989
"3247",90004,2012,1047,287,760,11.76,8902
"3248",90005,2012,475,330,145,8.64,5499
"3249",90006,2012,306,32,274,3.62,8462
"3250",90007,2012,429,125,304,3.15,13613
"3251",90008,2012,94,67,27,1.89,4980
"3252",90009,2012,0,0,0,0,4100
"3253",90010,2012,5232,674,4558,17.72,29533
"3254",90011,2012,159,18,141,1.62,9836
"3255",90012,2012,5311,3590,1721,3.57,148566
"3256",90013,2012,1153,179,974,8.41,13709
"3257",90014,2012,868,38,830,5.86,14800
"3258",90015,2012,1772,730,1042,4.4,40292
"3259",90016,2012,666,367,299,7.91,8415
"3260",90017,2012,13966,1848,12118,24.62,56731
"3261",90018,2012,152,24,128,3.16,4807
"3262",90019,2012,275,40,235,3.86,7129
"3263",90020,2012,124,33,91,1,12375
"3264",90021,2012,745,0,745,2.82,26388
"3265",90022,2012,907,307,600,5.2,17448
"3266",90023,2012,171,0,171,0.85,20039
"3267",90024,2012,3675,945,2730,7.67,47935
"3268",90025,2012,7638,2316,5322,26.59,28723
"3269",90026,2012,540,148,392,7.22,7475
"3270",90027,2012,2730,2300,430,11.63,23480
"3271",90028,2012,7366,3719,3647,27.89,26408
"3272",90029,2012,102,24,78,1.78,5739
"3273",90030,2012,0,0,0,0,249
"3274",90031,2012,265,0,265,3.14,8436
"3275",90032,2012,72,0,72,0.96,7523
"3276",90033,2012,207,0,207,1.11,18691
"3277",90034,2012,1083,322,761,10.52,10294
"3278",90035,2012,452,0,452,4.25,10635
"3279",90036,2012,5564,3305,2259,22.93,24267
"3280",90037,2012,110,0,110,1.63,6757
"3281",90038,2012,4970,3983,987,40.32,12327
"3282",90039,2012,568,86,482,6.07,9354
"3283",90040,2012,3290,542,2748,8.29,39698
"3284",90041,2012,369,103,266,5.51,6702
"3285",90042,2012,145,37,108,3.83,3789
"3286",90043,2012,28,0,28,0.73,3842
"3287",90044,2012,19,0,19,0.52,3670
"3288",90045,2012,4581,1408,3173,7.14,64178
"3289",90046,2012,1368,486,882,9.62,14223
"3290",90047,2012,78,28,50,1.8,4329
"3291",90048,2012,5783,1066,4717,16.31,35460
"3292",90049,2012,3900,0,3900,20,19501
"3293",90050,2012,0,0,0,NA,0
"3294",90051,2012,0,0,0,0,162
"3295",90052,2012,0,0,0,0,2279
"3296",90053,2012,0,0,0,0,1
"3297",90054,2012,0,0,0,0,352
"3298",90055,2012,0,0,0,0,35
"3299",90056,2012,232,174,58,9.42,2462
"3300",90057,2012,503,27,476,5.25,9589
"3301",90058,2012,1940,59,1881,4.6,42207
"3302",90059,2012,0,0,0,0,3419
"3303",90060,2012,0,0,0,0,74
"3304",90061,2012,103,24,79,1.78,5797
"3305",90062,2012,11,0,11,0.61,1810
"3306",90063,2012,103,0,103,2.72,3780
"3307",90064,2012,10890,4891,5999,42.41,25675
"3308",90065,2012,817,445,372,8.7,9394
"3309",90066,2012,3445,614,2831,26.34,13080
"3310",90067,2012,10242,1907,8335,39.95,25634
"3311",90068,2012,908,365,543,22.4,4054
"3312",90069,2012,2408,670,1738,13.56,17759
"3313",90070,2012,0,0,0,0,107
"3314",90071,2012,12366,352,12014,38.84,31838
"3315",90072,2012,0,0,0,0,11
"3316",90073,2012,0,0,0,0,4696
"3317",90076,2012,0,0,0,0,29
"3318",90077,2012,151,27,124,6.55,2306
"3319",90078,2012,0,0,0,0,18
"3320",90079,2012,46,0,46,3.71,1241
"3321",90080,2012,0,0,0,0,1
"3322",90081,2012,0,0,0,0,11
"3323",90082,2012,0,0,0,0,1
"3324",90083,2012,0,0,0,0,1
"3325",90086,2012,98,10,88,10.16,965
"3326",90087,2012,0,0,0,0,6
"3327",90089,2012,0,0,0,0,17475
"3328",90091,2012,0,0,0,0,18
"3329",90093,2012,0,0,0,0,74
"3330",90094,2012,52,0,52,3.6,1443
"3331",90095,2012,169,0,169,1.7,9943
"3332",90201,2012,148,0,148,0.96,15448
"3333",90202,2012,0,0,0,0,51
"3334",90209,2012,6,6,0,50,12
"3335",90210,2012,2786,992,1794,14.42,19325
"3336",90211,2012,3000,508,2492,26.76,11209
"3337",90212,2012,2433,401,2032,15.93,15277
"3338",90213,2012,0,0,0,0,246
"3339",90220,2012,593,0,593,2.19,27079
"3340",90221,2012,98,0,98,0.91,10747
"3341",90222,2012,0,0,0,0,2141
"3342",90224,2012,0,0,0,0,168
"3343",90230,2012,3272,2043,1229,14.36,22778
"3344",90231,2012,0,0,0,0,8491
"3345",90232,2012,4089,1495,2594,24.29,16835
"3346",90233,2012,0,0,0,0,7
"3347",90240,2012,185,16,169,3.74,4951
"3348",90241,2012,562,154,408,3.04,18460
"3349",90242,2012,356,28,328,3.31,10771
"3350",90245,2012,20152,5111,15041,32.52,61970
"3351",90247,2012,139,0,139,1.04,13413
"3352",90248,2012,1474,534,940,4.76,30943
"3353",90249,2012,203,0,203,2.13,9526
"3354",90250,2012,1037,243,794,4.98,20831
"3355",90251,2012,0,0,0,0,84
"3356",90254,2012,736,262,474,12.03,6116
"3357",90255,2012,444,290,154,3.08,14439
"3358",90260,2012,253,8,245,4.77,5302
"3359",90261,2012,22,0,22,1.5,1465
"3360",90262,2012,77,0,77,0.95,8144
"3361",90263,2012,0,0,0,0,1701
"3362",90264,2012,3,0,3,30,10
"3363",90265,2012,1287,284,1003,18.19,7075
"3364",90266,2012,2175,650,1525,13.31,16340
"3365",90267,2012,0,0,0,0,139
"3366",90270,2012,27,0,27,0.75,3595
"3367",90272,2012,757,131,626,17.64,4292
"3368",90274,2012,651,213,438,8.86,7346
"3369",90275,2012,365,20,345,9.56,3819
"3370",90277,2012,660,91,569,6.41,10300
"3371",90278,2012,1658,212,1446,11.56,14344
"3372",90280,2012,650,87,563,2.86,22690
"3373",90290,2012,64,17,47,9.73,658
"3374",90291,2012,2119,1004,1115,23.89,8868
"3375",90292,2012,1988,434,1554,16.75,11870
"3376",90293,2012,262,32,230,22.64,1157
"3377",90294,2012,0,0,0,0,3
"3378",90295,2012,0,0,0,0,2
"3379",90301,2012,335,146,189,2.56,13070
"3380",90302,2012,98,0,98,2.53,3866
"3381",90303,2012,69,0,69,1.38,4987
"3382",90304,2012,57,0,57,1.79,3176
"3383",90305,2012,0,0,0,0,731
"3384",90306,2012,0,0,0,0,195
"3385",90307,2012,0,0,0,0,1
"3386",90308,2012,0,0,0,0,16
"3387",90310,2012,0,0,0,0,116
"3388",90311,2012,0,0,0,0,17
"3389",90312,2012,0,0,0,0,29
"3390",90401,2012,6577,2970,3607,23.88,27547
"3391",90402,2012,306,0,306,15.81,1935
"3392",90403,2012,940,231,709,11.58,8119
"3393",90404,2012,7888,4557,3331,31.57,24983
"3394",90405,2012,4259,1459,2800,25.49,16708
"3395",90406,2012,0,0,0,0,192
"3396",90407,2012,0,0,0,0,19
"3397",90408,2012,0,0,0,0,8
"3398",90409,2012,0,0,0,0,6
"3399",90410,2012,0,0,0,0,36
"3400",90501,2012,2780,470,2310,12.05,23065
"3401",90502,2012,1327,0,1327,8.08,16419
"3402",90503,2012,2312,506,1806,8.03,28782
"3403",90504,2012,564,146,418,6.28,8980
"3404",90505,2012,2280,234,2046,7.7,29611
"3405",90506,2012,0,0,0,0,1538
"3406",90507,2012,0,0,0,0,120
"3407",90508,2012,0,0,0,0,2
"3408",90509,2012,39,0,39,0.72,5386
"3409",90510,2012,0,0,0,0,10
"3410",90601,2012,177,6,171,1.85,9564
"3411",90602,2012,299,0,299,3.8,7867
"3412",90603,2012,271,37,234,6.86,3949
"3413",90604,2012,44,0,44,2.04,2161
"3414",90605,2012,233,21,212,2.98,7819
"3415",90606,2012,142,0,142,2.87,4944
"3416",90607,2012,0,0,0,0,59
"3417",90608,2012,0,0,0,0,1880
"3418",90609,2012,0,0,0,0,15
"3419",90610,2012,0,0,0,0,5
"3420",90623,2012,0,0,0,0,6283
"3421",90630,2012,2136,627,1509,10.49,20359
"3422",90631,2012,980,89,891,6.29,15579
"3423",90637,2012,0,0,0,0,141
"3424",90638,2012,653,100,553,4.27,15307
"3425",90639,2012,0,0,0,0,1423
"3426",90640,2012,383,88,295,1.71,22436
"3427",90650,2012,497,167,330,2.75,18051
"3428",90651,2012,0,0,0,0,133
"3429",90652,2012,0,0,0,0,3
"3430",90660,2012,380,78,302,2.5,15221
"3431",90662,2012,0,0,0,0,8
"3432",90670,2012,1634,438,1196,3.21,50948
"3433",90701,2012,52,52,0,0.52,10043
"3434",90702,2012,0,0,0,0,521
"3435",90703,2012,3644,1907,1737,12.69,28723
"3436",90704,2012,0,0,0,0,2455
"3437",90706,2012,553,262,291,3.28,16870
"3438",90707,2012,0,0,0,0,84
"3439",90710,2012,135,14,121,1.96,6893
"3440",90711,2012,0,0,0,0,49
"3441",90712,2012,475,211,264,4.28,11098
"3442",90713,2012,48,0,48,1.55,3103
"3443",90714,2012,0,0,0,0,963
"3444",90715,2012,14,0,14,1.38,1014
"3445",90716,2012,9,0,9,0.25,3594
"3446",90717,2012,165,21,144,4.87,3387
"3447",90723,2012,644,103,541,3.8,16962
"3448",90731,2012,622,88,534,5.53,11238
"3449",90732,2012,90,8,82,2.93,3069
"3450",90733,2012,0,0,0,0,77
"3451",90734,2012,0,0,0,0,5
"3452",90744,2012,130,24,106,1.24,10443
"3453",90745,2012,316,40,276,2.31,13671
"3454",90746,2012,961,38,923,7.13,13470
"3455",90747,2012,82,82,0,3.9,2101
"3456",90748,2012,0,0,0,0,555
"3457",90749,2012,37,0,37,2.79,1328
"3458",90755,2012,687,26,661,7.28,9431
"3459",90801,2012,153,0,153,1.97,7770
"3460",90802,2012,2743,254,2489,11.2,24497
"3461",90803,2012,474,122,352,5.51,8602
"3462",90804,2012,591,10,581,7.72,7659
"3463",90805,2012,135,11,124,1.15,11755
"3464",90806,2012,1211,39,1172,7.75,15621
"3465",90807,2012,1231,0,1231,10.12,12169
"3466",90808,2012,769,486,283,8.52,9024
"3467",90809,2012,0,0,0,0,869
"3468",90810,2012,862,188,674,6.85,12577
"3469",90813,2012,261,12,249,2.44,10707
"3470",90814,2012,68,0,68,4.46,1524
"3471",90815,2012,560,0,560,4.4,12730
"3472",90822,2012,0,0,0,0,2871
"3473",90831,2012,303,0,303,17.21,1761
"3474",90832,2012,0,0,0,0,11
"3475",90840,2012,0,0,0,0,4995
"3476",90846,2012,0,0,0,0,4987
"3477",90853,2012,0,0,0,0,3
"3478",91001,2012,358,92,266,10.81,3312
"3479",91003,2012,0,0,0,0,14
"3480",91006,2012,1012,66,946,8.45,11973
"3481",91007,2012,753,125,628,6.31,11935
"3482",91008,2012,0,0,0,0,23
"3483",91009,2012,0,0,0,0,338
"3484",91010,2012,119,3,116,1.08,11013
"3485",91011,2012,333,77,256,5.68,5860
"3486",91012,2012,0,0,0,0,1
"3487",91016,2012,1608,217,1391,9.63,16706
"3488",91017,2012,0,0,0,0,240
"3489",91020,2012,327,86,241,12.24,2672
"3490",91021,2012,0,0,0,0,44
"3491",91024,2012,133,4,129,7.55,1761
"3492",91025,2012,0,0,0,0,24
"3493",91030,2012,755,98,657,12.19,6195
"3494",91031,2012,0,0,0,0,10
"3495",91040,2012,215,98,117,7.95,2705
"3496",91041,2012,0,0,0,0,36
"3497",91042,2012,164,42,122,6.76,2427
"3498",91043,2012,0,0,0,0,20
"3499",91046,2012,0,0,0,0,20
"3500",91066,2012,0,0,0,0,132
"3501",91077,2012,0,0,0,0,10
"3502",91101,2012,5091,508,4583,19.52,26076
"3503",91102,2012,0,0,0,0,15
"3504",91103,2012,1553,1008,545,19.19,8093
"3505",91104,2012,239,48,191,7.03,3401
"3506",91105,2012,2349,976,1373,15.75,14912
"3507",91106,2012,790,200,590,9.8,8061
"3508",91107,2012,1415,164,1251,8.98,15760
"3509",91108,2012,271,0,271,9.14,2965
"3510",91109,2012,0,0,0,0,13199
"3511",91114,2012,0,0,0,0,2
"3512",91115,2012,0,0,0,0,2
"3513",91116,2012,0,0,0,0,13
"3514",91117,2012,0,0,0,0,2
"3515",91118,2012,0,0,0,0,14
"3516",91125,2012,0,0,0,0,59
"3517",91201,2012,845,420,425,7.88,10730
"3518",91202,2012,418,38,380,11.26,3711
"3519",91203,2012,3811,644,3167,22.1,17247
"3520",91204,2012,625,0,625,4.26,14682
"3521",91205,2012,487,0,487,7.57,6436
"3522",91206,2012,622,85,537,6.52,9535
"3523",91207,2012,157,17,140,20.13,780
"3524",91208,2012,270,21,249,7.36,3667
"3525",91209,2012,0,0,0,0,114
