"","GEOID","NAME","variable","estimate","moe"
"3997","14047","ZCTA5 14047","medincome",62442,7299
"3998","14048","ZCTA5 14048","medincome",37480,3965
"3999","14051","ZCTA5 14051","medincome",110506,7022
"4000","14052","ZCTA5 14052","medincome",73908,6304
"4001","14054","ZCTA5 14054","medincome",55972,13210
"4002","14055","ZCTA5 14055","medincome",63315,7887
"4003","14057","ZCTA5 14057","medincome",63359,5790
"4004","14058","ZCTA5 14058","medincome",66667,6410
"4005","14059","ZCTA5 14059","medincome",80025,7705
"4006","14060","ZCTA5 14060","medincome",50870,6662
"4007","14061","ZCTA5 14061","medincome",58125,12578
"4008","14062","ZCTA5 14062","medincome",50761,3807
"4009","14063","ZCTA5 14063","medincome",51297,5112
"4010","14065","ZCTA5 14065","medincome",44861,9461
"4011","14066","ZCTA5 14066","medincome",51400,4504
"4012","14067","ZCTA5 14067","medincome",52113,12591
"4013","14068","ZCTA5 14068","medincome",69857,10364
"4014","14069","ZCTA5 14069","medincome",41176,9518
"4015","14070","ZCTA5 14070","medincome",41014,2941
"4016","14072","ZCTA5 14072","medincome",79778,5266
"4017","14075","ZCTA5 14075","medincome",67538,3073
"4018","14080","ZCTA5 14080","medincome",63211,4205
"4019","14081","ZCTA5 14081","medincome",54265,8186
"4020","14082","ZCTA5 14082","medincome",55625,27032
"4021","14085","ZCTA5 14085","medincome",89395,6877
"4022","14086","ZCTA5 14086","medincome",77420,3411
"4023","14091","ZCTA5 14091","medincome",60046,16534
"4024","14092","ZCTA5 14092","medincome",63355,4224
"4025","14094","ZCTA5 14094","medincome",52618,3173
"4026","14098","ZCTA5 14098","medincome",53343,3878
"4027","14101","ZCTA5 14101","medincome",53424,8716
"4028","14102","ZCTA5 14102","medincome",85050,20468
"4029","14103","ZCTA5 14103","medincome",46345,2687
"4030","14105","ZCTA5 14105","medincome",58254,5980
"4031","14108","ZCTA5 14108","medincome",52394,10039
"4032","14109","ZCTA5 14109","medincome",NA,NA
"4033","14111","ZCTA5 14111","medincome",55000,6605
"4034","14112","ZCTA5 14112","medincome",NA,NA
"4035","14113","ZCTA5 14113","medincome",45714,7929
"4036","14120","ZCTA5 14120","medincome",57492,2252
"4037","14125","ZCTA5 14125","medincome",52723,9874
"4038","14126","ZCTA5 14126","medincome",58056,38140
"4039","14127","ZCTA5 14127","medincome",87369,4173
"4040","14129","ZCTA5 14129","medincome",42833,4729
"4041","14130","ZCTA5 14130","medincome",54821,47139
"4042","14131","ZCTA5 14131","medincome",70245,3479
"4043","14132","ZCTA5 14132","medincome",61308,4443
"4044","14134","ZCTA5 14134","medincome",78125,65838
"4045","14135","ZCTA5 14135","medincome",34250,20654
"4046","14136","ZCTA5 14136","medincome",51055,5569
"4047","14138","ZCTA5 14138","medincome",50333,3026
"4048","14139","ZCTA5 14139","medincome",77027,9312
"4049","14141","ZCTA5 14141","medincome",54746,5889
"4050","14143","ZCTA5 14143","medincome",56250,13401
"4051","14145","ZCTA5 14145","medincome",57250,10829
"4052","14150","ZCTA5 14150","medincome",53150,2201
"4053","14167","ZCTA5 14167","medincome",57500,8969
"4054","14168","ZCTA5 14168","medincome",NA,NA
"4055","14169","ZCTA5 14169","medincome",32109,8439
"4056","14170","ZCTA5 14170","medincome",70688,12309
"4057","14171","ZCTA5 14171","medincome",45365,7222
"4058","14172","ZCTA5 14172","medincome",60208,7098
"4059","14173","ZCTA5 14173","medincome",37917,20870
"4060","14174","ZCTA5 14174","medincome",65353,7751
"4061","14201","ZCTA5 14201","medincome",25207,4287
"4062","14202","ZCTA5 14202","medincome",41731,4193
"4063","14203","ZCTA5 14203","medincome",32260,12249
"4064","14204","ZCTA5 14204","medincome",25222,1815
"4065","14206","ZCTA5 14206","medincome",36315,2854
"4066","14207","ZCTA5 14207","medincome",24091,2698
"4067","14208","ZCTA5 14208","medincome",25170,2202
"4068","14209","ZCTA5 14209","medincome",31194,5203
"4069","14210","ZCTA5 14210","medincome",36081,3011
"4070","14211","ZCTA5 14211","medincome",24326,1830
"4071","14212","ZCTA5 14212","medincome",23496,4589
"4072","14213","ZCTA5 14213","medincome",29515,2596
"4073","14214","ZCTA5 14214","medincome",43415,6810
"4074","14215","ZCTA5 14215","medincome",33643,3189
"4075","14216","ZCTA5 14216","medincome",52313,4571
"4076","14217","ZCTA5 14217","medincome",51281,3223
"4077","14218","ZCTA5 14218","medincome",36487,2232
"4078","14219","ZCTA5 14219","medincome",50630,4442
"4079","14220","ZCTA5 14220","medincome",49749,3782
"4080","14221","ZCTA5 14221","medincome",78002,2476
"4081","14222","ZCTA5 14222","medincome",54333,4409
"4082","14223","ZCTA5 14223","medincome",60632,4437
"4083","14224","ZCTA5 14224","medincome",60611,2419
"4084","14225","ZCTA5 14225","medincome",46170,2919
"4085","14226","ZCTA5 14226","medincome",66117,3819
"4086","14227","ZCTA5 14227","medincome",50712,3168
"4087","14228","ZCTA5 14228","medincome",50767,7177
"4088","14261","ZCTA5 14261","medincome",NA,NA
"4089","14301","ZCTA5 14301","medincome",23449,3765
"4090","14302","ZCTA5 14302","medincome",NA,NA
"4091","14303","ZCTA5 14303","medincome",28875,6569
"4092","14304","ZCTA5 14304","medincome",49059,3176
"4093","14305","ZCTA5 14305","medincome",33781,2579
"4094","14411","ZCTA5 14411","medincome",42924,4352
"4095","14414","ZCTA5 14414","medincome",57561,5858
"4096","14415","ZCTA5 14415","medincome",NA,NA
"4097","14416","ZCTA5 14416","medincome",50951,8959
"4098","14418","ZCTA5 14418","medincome",71118,34520
"4099","14420","ZCTA5 14420","medincome",54811,4038
"4100","14422","ZCTA5 14422","medincome",61302,9688
"4101","14423","ZCTA5 14423","medincome",54630,8033
"4102","14424","ZCTA5 14424","medincome",54654,3317
"4103","14425","ZCTA5 14425","medincome",65679,8228
"4104","14427","ZCTA5 14427","medincome",53690,8073
"4105","14428","ZCTA5 14428","medincome",66123,2995
"4106","14432","ZCTA5 14432","medincome",54397,7832
"4107","14433","ZCTA5 14433","medincome",52538,3192
"4108","14435","ZCTA5 14435","medincome",63802,7244
"4109","14437","ZCTA5 14437","medincome",44945,7031
"4110","14441","ZCTA5 14441","medincome",56667,12086
"4111","14445","ZCTA5 14445","medincome",50235,3969
"4112","14450","ZCTA5 14450","medincome",77955,5572
"4113","14454","ZCTA5 14454","medincome",44814,8289
"4114","14456","ZCTA5 14456","medincome",43476,3372
"4115","14462","ZCTA5 14462","medincome",56875,12398
"4116","14464","ZCTA5 14464","medincome",57078,4922
"4117","14466","ZCTA5 14466","medincome",69977,10379
"4118","14467","ZCTA5 14467","medincome",72377,7014
"4119","14468","ZCTA5 14468","medincome",66339,3555
"4120","14469","ZCTA5 14469","medincome",62468,8406
"4121","14470","ZCTA5 14470","medincome",51418,4150
"4122","14471","ZCTA5 14471","medincome",60795,9857
"4123","14472","ZCTA5 14472","medincome",84074,5271
"4124","14475","ZCTA5 14475","medincome",75313,32406
"4125","14476","ZCTA5 14476","medincome",53857,6573
"4126","14477","ZCTA5 14477","medincome",61597,15420
"4127","14478","ZCTA5 14478","medincome",83355,35508
"4128","14479","ZCTA5 14479","medincome",31467,27736
"4129","14480","ZCTA5 14480","medincome",38276,23728
"4130","14481","ZCTA5 14481","medincome",53669,5287
"4131","14482","ZCTA5 14482","medincome",53238,4264
"4132","14485","ZCTA5 14485","medincome",50417,7546
"4133","14486","ZCTA5 14486","medincome",59315,9063
"4134","14487","ZCTA5 14487","medincome",65977,12045
"4135","14489","ZCTA5 14489","medincome",49226,4552
"4136","14502","ZCTA5 14502","medincome",67780,7061
"4137","14504","ZCTA5 14504","medincome",50278,7394
"4138","14505","ZCTA5 14505","medincome",65323,6794
"4139","14506","ZCTA5 14506","medincome",126058,37947
"4140","14507","ZCTA5 14507","medincome",58125,10496
"4141","14510","ZCTA5 14510","medincome",45020,6941
"4142","14511","ZCTA5 14511","medincome",45667,32897
"4143","14512","ZCTA5 14512","medincome",53196,2871
"4144","14513","ZCTA5 14513","medincome",41268,3785
"4145","14514","ZCTA5 14514","medincome",62299,8047
"4146","14516","ZCTA5 14516","medincome",54306,10033
"4147","14517","ZCTA5 14517","medincome",40288,4230
"4148","14519","ZCTA5 14519","medincome",60339,7310
"4149","14521","ZCTA5 14521","medincome",45132,5221
"4150","14522","ZCTA5 14522","medincome",48804,4618
"4151","14525","ZCTA5 14525","medincome",64549,7151
"4152","14526","ZCTA5 14526","medincome",80659,6197
"4153","14527","ZCTA5 14527","medincome",49010,5911
"4154","14529","ZCTA5 14529","medincome",NA,NA
"4155","14530","ZCTA5 14530","medincome",50875,3758
"4156","14532","ZCTA5 14532","medincome",53611,8140
"4157","14533","ZCTA5 14533","medincome",56959,11610
"4158","14534","ZCTA5 14534","medincome",106878,4395
"4159","14536","ZCTA5 14536","medincome",49125,10969
"4160","14537","ZCTA5 14537","medincome",47361,40389
"4161","14539","ZCTA5 14539","medincome",68750,12337
"4162","14541","ZCTA5 14541","medincome",58144,5318
"4163","14542","ZCTA5 14542","medincome",NA,NA
"4164","14543","ZCTA5 14543","medincome",80703,12287
"4165","14544","ZCTA5 14544","medincome",55189,3194
"4166","14545","ZCTA5 14545","medincome",55000,22922
"4167","14546","ZCTA5 14546","medincome",57306,10971
"4168","14548","ZCTA5 14548","medincome",55536,10079
"4169","14549","ZCTA5 14549","medincome",31477,31234
"4170","14550","ZCTA5 14550","medincome",49100,5886
"4171","14551","ZCTA5 14551","medincome",45625,6376
"4172","14555","ZCTA5 14555","medincome",40156,12595
"4173","14559","ZCTA5 14559","medincome",74523,3387
"4174","14560","ZCTA5 14560","medincome",58150,6325
"4175","14561","ZCTA5 14561","medincome",64844,6468
"4176","14564","ZCTA5 14564","medincome",92034,8324
"4177","14568","ZCTA5 14568","medincome",74034,10255
"4178","14569","ZCTA5 14569","medincome",53620,9049
"4179","14571","ZCTA5 14571","medincome",54063,14147
"4180","14572","ZCTA5 14572","medincome",47500,8522
"4181","14580","ZCTA5 14580","medincome",72157,3564
"4182","14585","ZCTA5 14585","medincome",48375,6995
"4183","14586","ZCTA5 14586","medincome",76058,9518
"4184","14588","ZCTA5 14588","medincome",84063,28376
"4185","14589","ZCTA5 14589","medincome",51495,3853
"4186","14590","ZCTA5 14590","medincome",43231,4177
"4187","14591","ZCTA5 14591","medincome",55625,6739
"4188","14592","ZCTA5 14592","medincome",73750,72154
"4189","14604","ZCTA5 14604","medincome",20039,7923
"4190","14605","ZCTA5 14605","medincome",18562,2365
"4191","14606","ZCTA5 14606","medincome",39980,2111
"4192","14607","ZCTA5 14607","medincome",42327,3812
"4193","14608","ZCTA5 14608","medincome",20450,2184
"4194","14609","ZCTA5 14609","medincome",41769,1761
"4195","14610","ZCTA5 14610","medincome",59420,2983
"4196","14611","ZCTA5 14611","medincome",25284,1941
"4197","14612","ZCTA5 14612","medincome",58917,3427
"4198","14613","ZCTA5 14613","medincome",30044,2846
"4199","14614","ZCTA5 14614","medincome",NA,NA
"4200","14615","ZCTA5 14615","medincome",37921,2655
"4201","14616","ZCTA5 14616","medincome",47058,1878
"4202","14617","ZCTA5 14617","medincome",61735,3252
"4203","14618","ZCTA5 14618","medincome",92114,4854
"4204","14619","ZCTA5 14619","medincome",36941,1862
"4205","14620","ZCTA5 14620","medincome",42576,2452
"4206","14621","ZCTA5 14621","medincome",25694,1740
"4207","14622","ZCTA5 14622","medincome",52492,2620
"4208","14623","ZCTA5 14623","medincome",49093,3174
"4209","14624","ZCTA5 14624","medincome",62026,2313
"4210","14625","ZCTA5 14625","medincome",74663,5697
"4211","14626","ZCTA5 14626","medincome",55578,2631
"4212","14627","ZCTA5 14627","medincome",NA,NA
"4213","14701","ZCTA5 14701","medincome",37016,1646
"4214","14706","ZCTA5 14706","medincome",52200,5974
"4215","14707","ZCTA5 14707","medincome",55417,23149
"4216","14708","ZCTA5 14708","medincome",68214,22348
"4217","14709","ZCTA5 14709","medincome",43281,6110
"4218","14710","ZCTA5 14710","medincome",55239,4823
"4219","14711","ZCTA5 14711","medincome",44762,3604
"4220","14712","ZCTA5 14712","medincome",50046,11418
"4221","14714","ZCTA5 14714","medincome",45000,8277
"4222","14715","ZCTA5 14715","medincome",40529,5626
"4223","14716","ZCTA5 14716","medincome",38333,8148
"4224","14717","ZCTA5 14717","medincome",41016,6256
"4225","14718","ZCTA5 14718","medincome",55319,6038
"4226","14719","ZCTA5 14719","medincome",46991,5958
"4227","14720","ZCTA5 14720","medincome",38750,20170
"4228","14721","ZCTA5 14721","medincome",NA,NA
"4229","14722","ZCTA5 14722","medincome",102813,23424
"4230","14723","ZCTA5 14723","medincome",52417,6813
"4231","14724","ZCTA5 14724","medincome",50298,6693
"4232","14726","ZCTA5 14726","medincome",33558,8017
"4233","14727","ZCTA5 14727","medincome",48750,4362
"4234","14728","ZCTA5 14728","medincome",43864,22096
"4235","14729","ZCTA5 14729","medincome",61771,6595
"4236","14731","ZCTA5 14731","medincome",52961,12756
"4237","14732","ZCTA5 14732","medincome",55938,5607
"4238","14733","ZCTA5 14733","medincome",42358,5357
"4239","14735","ZCTA5 14735","medincome",37888,2270
"4240","14736","ZCTA5 14736","medincome",39688,18834
"4241","14737","ZCTA5 14737","medincome",43373,3500
"4242","14738","ZCTA5 14738","medincome",47238,19831
"4243","14739","ZCTA5 14739","medincome",36543,4236
"4244","14740","ZCTA5 14740","medincome",52174,3017
"4245","14741","ZCTA5 14741","medincome",53875,6855
"4246","14742","ZCTA5 14742","medincome",78542,36405
"4247","14743","ZCTA5 14743","medincome",43512,9688
"4248","14744","ZCTA5 14744","medincome",53000,8551
"4249","14747","ZCTA5 14747","medincome",41667,3950
"4250","14748","ZCTA5 14748","medincome",29318,10649
"4251","14750","ZCTA5 14750","medincome",51582,5052
"4252","14752","ZCTA5 14752","medincome",NA,NA
"4253","14753","ZCTA5 14753","medincome",36528,9361
"4254","14754","ZCTA5 14754","medincome",46641,8162
"4255","14755","ZCTA5 14755","medincome",44018,4325
"4256","14756","ZCTA5 14756","medincome",38919,16912
"4257","14757","ZCTA5 14757","medincome",46719,5476
"4258","14760","ZCTA5 14760","medincome",42729,4087
"4259","14767","ZCTA5 14767","medincome",37461,14441
"4260","14769","ZCTA5 14769","medincome",38580,18311
"4261","14770","ZCTA5 14770","medincome",52727,8646
"4262","14772","ZCTA5 14772","medincome",41375,5067
"4263","14774","ZCTA5 14774","medincome",62917,19645
"4264","14775","ZCTA5 14775","medincome",44034,5345
"4265","14777","ZCTA5 14777","medincome",43125,9179
"4266","14778","ZCTA5 14778","medincome",NA,NA
"4267","14779","ZCTA5 14779","medincome",33111,1898
"4268","14781","ZCTA5 14781","medincome",44600,6925
"4269","14782","ZCTA5 14782","medincome",43015,6841
"4270","14783","ZCTA5 14783","medincome",30625,8412
"4271","14784","ZCTA5 14784","medincome",44167,17704
"4272","14787","ZCTA5 14787","medincome",44931,8714
"4273","14788","ZCTA5 14788","medincome",83472,43703
"4274","14801","ZCTA5 14801","medincome",44801,3203
"4275","14802","ZCTA5 14802","medincome",32955,7615
"4276","14803","ZCTA5 14803","medincome",52083,16733
"4277","14804","ZCTA5 14804","medincome",55250,6146
"4278","14805","ZCTA5 14805","medincome",60833,7879
"4279","14806","ZCTA5 14806","medincome",54306,8805
"4280","14807","ZCTA5 14807","medincome",53032,6611
"4281","14808","ZCTA5 14808","medincome",43798,4864
"4282","14809","ZCTA5 14809","medincome",42262,3915
"4283","14810","ZCTA5 14810","medincome",41026,3748
"4284","14812","ZCTA5 14812","medincome",54583,8323
"4285","14813","ZCTA5 14813","medincome",43068,5475
"4286","14814","ZCTA5 14814","medincome",62061,10666
"4287","14815","ZCTA5 14815","medincome",44148,8381
"4288","14816","ZCTA5 14816","medincome",57361,29886
"4289","14817","ZCTA5 14817","medincome",47052,15994
"4290","14818","ZCTA5 14818","medincome",58750,15721
"4291","14819","ZCTA5 14819","medincome",33542,7583
"4292","14820","ZCTA5 14820","medincome",44213,5666
"4293","14821","ZCTA5 14821","medincome",51829,5773
"4294","14822","ZCTA5 14822","medincome",41088,2392
"4295","14823","ZCTA5 14823","medincome",50519,5370
"4296","14824","ZCTA5 14824","medincome",39444,5617
"4297","14825","ZCTA5 14825","medincome",56250,30420
"4298","14826","ZCTA5 14826","medincome",40990,6562
"4299","14827","ZCTA5 14827","medincome",36442,34335
"4300","14830","ZCTA5 14830","medincome",55895,2570
"4301","14836","ZCTA5 14836","medincome",75357,19974
"4302","14837","ZCTA5 14837","medincome",46906,4168
"4303","14838","ZCTA5 14838","medincome",58826,4511
"4304","14839","ZCTA5 14839","medincome",50000,7227
"4305","14840","ZCTA5 14840","medincome",51875,4038
"4306","14841","ZCTA5 14841","medincome",61544,54105
"4307","14842","ZCTA5 14842","medincome",46285,14687
"4308","14843","ZCTA5 14843","medincome",41859,2585
"4309","14845","ZCTA5 14845","medincome",61522,3432
"4310","14846","ZCTA5 14846","medincome",47188,6172
"4311","14847","ZCTA5 14847","medincome",44094,4408
"4312","14850","ZCTA5 14850","medincome",50290,2353
"4313","14853","ZCTA5 14853","medincome",NA,NA
"4314","14854","ZCTA5 14854","medincome",NA,NA
"4315","14855","ZCTA5 14855","medincome",48942,13215
"4316","14856","ZCTA5 14856","medincome",NA,NA
"4317","14858","ZCTA5 14858","medincome",54079,8842
"4318","14859","ZCTA5 14859","medincome",61053,12996
"4319","14860","ZCTA5 14860","medincome",52500,15416
"4320","14861","ZCTA5 14861","medincome",42656,7254
"4321","14864","ZCTA5 14864","medincome",69732,20928
"4322","14865","ZCTA5 14865","medincome",39132,5842
"4323","14867","ZCTA5 14867","medincome",58411,12855
"4324","14869","ZCTA5 14869","medincome",51597,8334
"4325","14870","ZCTA5 14870","medincome",63376,4640
"4326","14871","ZCTA5 14871","medincome",66575,9847
"4327","14872","ZCTA5 14872","medincome",51293,11110
"4328","14873","ZCTA5 14873","medincome",48770,2671
"4329","14874","ZCTA5 14874","medincome",39231,14316
"4330","14877","ZCTA5 14877","medincome",41250,8214
"4331","14878","ZCTA5 14878","medincome",57404,21919
"4332","14879","ZCTA5 14879","medincome",47083,8157
"4333","14880","ZCTA5 14880","medincome",50726,11573
"4334","14881","ZCTA5 14881","medincome",109803,83126
"4335","14882","ZCTA5 14882","medincome",67236,21201
"4336","14883","ZCTA5 14883","medincome",46354,9741
"4337","14884","ZCTA5 14884","medincome",47917,15542
"4338","14885","ZCTA5 14885","medincome",53636,13692
"4339","14886","ZCTA5 14886","medincome",66661,4009
"4340","14889","ZCTA5 14889","medincome",55375,4940
"4341","14891","ZCTA5 14891","medincome",44161,3317
"4342","14892","ZCTA5 14892","medincome",46125,7960
"4343","14893","ZCTA5 14893","medincome",NA,NA
"4344","14894","ZCTA5 14894","medincome",43828,11096
"4345","14895","ZCTA5 14895","medincome",41849,2325
"4346","14897","ZCTA5 14897","medincome",45000,4371
"4347","14898","ZCTA5 14898","medincome",40769,6743
"4348","14901","ZCTA5 14901","medincome",26944,2436
"4349","14903","ZCTA5 14903","medincome",53413,4870
"4350","14904","ZCTA5 14904","medincome",37927,3675
"4351","14905","ZCTA5 14905","medincome",57297,6850
"4352","15001","ZCTA5 15001","medincome",53490,4208
"4353","15003","ZCTA5 15003","medincome",41739,3409
"4354","15004","ZCTA5 15004","medincome",40450,5788
"4355","15005","ZCTA5 15005","medincome",69321,6267
"4356","15006","ZCTA5 15006","medincome",97308,84828
"4357","15007","ZCTA5 15007","medincome",64712,26124
"4358","15009","ZCTA5 15009","medincome",59983,4289
"4359","15010","ZCTA5 15010","medincome",49246,3429
"4360","15012","ZCTA5 15012","medincome",58367,2925
"4361","15014","ZCTA5 15014","medincome",41626,2592
"4362","15015","ZCTA5 15015","medincome",103750,9577
"4363","15017","ZCTA5 15017","medincome",58174,4823
"4364","15018","ZCTA5 15018","medincome",47361,30605
"4365","15019","ZCTA5 15019","medincome",48403,8808
"4366","15020","ZCTA5 15020","medincome",NA,NA
"4367","15021","ZCTA5 15021","medincome",53412,3505
"4368","15022","ZCTA5 15022","medincome",42824,3326
"4369","15024","ZCTA5 15024","medincome",56662,3956
"4370","15025","ZCTA5 15025","medincome",53573,5922
"4371","15026","ZCTA5 15026","medincome",68333,12108
"4372","15027","ZCTA5 15027","medincome",51174,5347
"4373","15028","ZCTA5 15028","medincome",41458,11076
"4374","15030","ZCTA5 15030","medincome",41484,11030
"4375","15031","ZCTA5 15031","medincome",53500,43556
"4376","15033","ZCTA5 15033","medincome",37900,10869
"4377","15034","ZCTA5 15034","medincome",41314,5732
"4378","15035","ZCTA5 15035","medincome",41081,3841
"4379","15037","ZCTA5 15037","medincome",60019,4873
"4380","15038","ZCTA5 15038","medincome",21900,20854
"4381","15042","ZCTA5 15042","medincome",56049,2188
"4382","15043","ZCTA5 15043","medincome",66612,11365
"4383","15044","ZCTA5 15044","medincome",94297,5033
"4384","15045","ZCTA5 15045","medincome",37982,3773
"4385","15046","ZCTA5 15046","medincome",65179,7611
"4386","15047","ZCTA5 15047","medincome",57692,8312
"4387","15049","ZCTA5 15049","medincome",45417,6706
"4388","15050","ZCTA5 15050","medincome",54594,8902
"4389","15051","ZCTA5 15051","medincome",56023,22324
"4390","15052","ZCTA5 15052","medincome",56186,6455
"4391","15053","ZCTA5 15053","medincome",46932,29049
"4392","15054","ZCTA5 15054","medincome",NA,NA
"4393","15055","ZCTA5 15055","medincome",43426,4743
"4394","15056","ZCTA5 15056","medincome",44815,5609
"4395","15057","ZCTA5 15057","medincome",79022,6156
"4396","15059","ZCTA5 15059","medincome",32500,3728
"4397","15060","ZCTA5 15060","medincome",55197,12923
"4398","15061","ZCTA5 15061","medincome",52318,3829
"4399","15062","ZCTA5 15062","medincome",36319,2086
"4400","15063","ZCTA5 15063","medincome",52180,4073
"4401","15064","ZCTA5 15064","medincome",43375,20136
"4402","15065","ZCTA5 15065","medincome",52749,2797
"4403","15066","ZCTA5 15066","medincome",46977,3431
"4404","15067","ZCTA5 15067","medincome",40491,5348
"4405","15068","ZCTA5 15068","medincome",48450,2322
"4406","15071","ZCTA5 15071","medincome",63825,2734
"4407","15072","ZCTA5 15072","medincome",22548,12187
"4408","15074","ZCTA5 15074","medincome",46574,5893
"4409","15075","ZCTA5 15075","medincome",NA,NA
"4410","15076","ZCTA5 15076","medincome",39260,3171
"4411","15077","ZCTA5 15077","medincome",26429,7305
"4412","15078","ZCTA5 15078","medincome",NA,NA
"4413","15081","ZCTA5 15081","medincome",48125,19242
"4414","15082","ZCTA5 15082","medincome",70278,20141
"4415","15083","ZCTA5 15083","medincome",39643,12999
"4416","15084","ZCTA5 15084","medincome",42275,5014
"4417","15085","ZCTA5 15085","medincome",59969,5589
"4418","15086","ZCTA5 15086","medincome",61618,5426
"4419","15087","ZCTA5 15087","medincome",79327,14246
"4420","15088","ZCTA5 15088","medincome",47667,15431
"4421","15089","ZCTA5 15089","medincome",49531,6141
"4422","15090","ZCTA5 15090","medincome",111636,11982
"4423","15101","ZCTA5 15101","medincome",80848,5563
"4424","15102","ZCTA5 15102","medincome",72662,3739
"4425","15104","ZCTA5 15104","medincome",25800,3770
"4426","15106","ZCTA5 15106","medincome",49438,2384
"4427","15108","ZCTA5 15108","medincome",69157,3245
"4428","15110","ZCTA5 15110","medincome",21495,6072
"4429","15112","ZCTA5 15112","medincome",32406,3695
"4430","15116","ZCTA5 15116","medincome",73559,6026
"4431","15120","ZCTA5 15120","medincome",42157,3467
"4432","15122","ZCTA5 15122","medincome",47436,3564
"4433","15126","ZCTA5 15126","medincome",73030,7531
"4434","15129","ZCTA5 15129","medincome",65038,5363
"4435","15131","ZCTA5 15131","medincome",52997,5254
"4436","15132","ZCTA5 15132","medincome",27700,2961
"4437","15133","ZCTA5 15133","medincome",48631,6437
"4438","15135","ZCTA5 15135","medincome",52044,8151
"4439","15136","ZCTA5 15136","medincome",47599,2724
"4440","15137","ZCTA5 15137","medincome",42289,3621
"4441","15139","ZCTA5 15139","medincome",61523,3081
"4442","15140","ZCTA5 15140","medincome",30902,5266
"4443","15142","ZCTA5 15142","medincome",154364,88226
"4444","15143","ZCTA5 15143","medincome",94847,4063
"4445","15144","ZCTA5 15144","medincome",47468,5157
"4446","15145","ZCTA5 15145","medincome",36767,3815
"4447","15146","ZCTA5 15146","medincome",58600,3112
"4448","15147","ZCTA5 15147","medincome",48977,2089
"4449","15148","ZCTA5 15148","medincome",29982,3971
"4450","15201","ZCTA5 15201","medincome",51201,1911
"4451","15202","ZCTA5 15202","medincome",46541,1947
"4452","15203","ZCTA5 15203","medincome",50893,6071
"4453","15204","ZCTA5 15204","medincome",41388,4026
"4454","15205","ZCTA5 15205","medincome",52964,2450
"4455","15206","ZCTA5 15206","medincome",38646,3610
"4456","15207","ZCTA5 15207","medincome",41921,4702
"4457","15208","ZCTA5 15208","medincome",34655,5074
"4458","15209","ZCTA5 15209","medincome",51847,4127
"4459","15210","ZCTA5 15210","medincome",36649,2054
"4460","15211","ZCTA5 15211","medincome",50628,3968
"4461","15212","ZCTA5 15212","medincome",40685,2626
"4462","15213","ZCTA5 15213","medincome",19925,1909
"4463","15214","ZCTA5 15214","medincome",40933,3027
"4464","15215","ZCTA5 15215","medincome",65138,5580
"4465","15216","ZCTA5 15216","medincome",56470,2756
"4466","15217","ZCTA5 15217","medincome",70597,4211
"4467","15218","ZCTA5 15218","medincome",50154,4323
"4468","15219","ZCTA5 15219","medincome",21795,2355
"4469","15220","ZCTA5 15220","medincome",65679,2243
"4470","15221","ZCTA5 15221","medincome",40275,1178
"4471","15222","ZCTA5 15222","medincome",81250,19339
"4472","15223","ZCTA5 15223","medincome",49590,3024
"4473","15224","ZCTA5 15224","medincome",42255,2891
"4474","15225","ZCTA5 15225","medincome",44375,7189
"4475","15226","ZCTA5 15226","medincome",52461,3884
"4476","15227","ZCTA5 15227","medincome",54357,5041
"4477","15228","ZCTA5 15228","medincome",88605,6379
"4478","15229","ZCTA5 15229","medincome",62264,4325
"4479","15232","ZCTA5 15232","medincome",49882,2540
"4480","15233","ZCTA5 15233","medincome",42047,6048
"4481","15234","ZCTA5 15234","medincome",54070,3463
"4482","15235","ZCTA5 15235","medincome",53259,2901
"4483","15236","ZCTA5 15236","medincome",61883,2776
"4484","15237","ZCTA5 15237","medincome",76019,3258
"4485","15238","ZCTA5 15238","medincome",84038,6458
"4486","15239","ZCTA5 15239","medincome",69028,3191
"4487","15241","ZCTA5 15241","medincome",107712,4653
"4488","15243","ZCTA5 15243","medincome",82287,7912
"4489","15260","ZCTA5 15260","medincome",NA,NA
"4490","15290","ZCTA5 15290","medincome",NA,NA
"4491","15301","ZCTA5 15301","medincome",52032,2028
"4492","15310","ZCTA5 15310","medincome",33125,8605
"4493","15311","ZCTA5 15311","medincome",64875,17550
"4494","15312","ZCTA5 15312","medincome",64167,7969
"4495","15313","ZCTA5 15313","medincome",53750,11229
"4496","15314","ZCTA5 15314","medincome",48906,8546
"4497","15315","ZCTA5 15315","medincome",44500,21320
"4498","15316","ZCTA5 15316","medincome",53750,17809
"4499","15317","ZCTA5 15317","medincome",77804,4590
"4500","15320","ZCTA5 15320","medincome",40880,5528
"4501","15321","ZCTA5 15321","medincome",69688,26229
"4502","15322","ZCTA5 15322","medincome",53750,6790
"4503","15323","ZCTA5 15323","medincome",53750,4784
"4504","15324","ZCTA5 15324","medincome",35170,5804
"4505","15325","ZCTA5 15325","medincome",23309,22409
"4506","15327","ZCTA5 15327","medincome",46250,12521
"4507","15329","ZCTA5 15329","medincome",70714,9769
"4508","15330","ZCTA5 15330","medincome",80332,7460
"4509","15331","ZCTA5 15331","medincome",50956,17927
"4510","15332","ZCTA5 15332","medincome",60610,6643
"4511","15333","ZCTA5 15333","medincome",50000,8309
"4512","15334","ZCTA5 15334","medincome",48750,13050
"4513","15337","ZCTA5 15337","medincome",56563,5341
