"","GEOID","NAME","variable","estimate","moe"
"15663","47906","ZCTA5 47906","medincome",40571,2194
"15664","47907","ZCTA5 47907","medincome",NA,NA
"15665","47909","ZCTA5 47909","medincome",53035,2179
"15666","47916","ZCTA5 47916","medincome",NA,NA
"15667","47917","ZCTA5 47917","medincome",37000,3009
"15668","47918","ZCTA5 47918","medincome",43158,3066
"15669","47920","ZCTA5 47920","medincome",72391,11135
"15670","47921","ZCTA5 47921","medincome",48344,4311
"15671","47922","ZCTA5 47922","medincome",48750,17791
"15672","47923","ZCTA5 47923","medincome",60404,7408
"15673","47924","ZCTA5 47924","medincome",81786,39235
"15674","47925","ZCTA5 47925","medincome",38177,9722
"15675","47926","ZCTA5 47926","medincome",49792,7819
"15676","47928","ZCTA5 47928","medincome",48594,7685
"15677","47929","ZCTA5 47929","medincome",58571,6352
"15678","47930","ZCTA5 47930","medincome",52208,10438
"15679","47932","ZCTA5 47932","medincome",55600,3020
"15680","47933","ZCTA5 47933","medincome",48893,2803
"15681","47940","ZCTA5 47940","medincome",53036,13972
"15682","47941","ZCTA5 47941","medincome",51716,7409
"15683","47942","ZCTA5 47942","medincome",52067,7017
"15684","47943","ZCTA5 47943","medincome",80560,16101
"15685","47944","ZCTA5 47944","medincome",47295,3565
"15686","47946","ZCTA5 47946","medincome",49667,10569
"15687","47948","ZCTA5 47948","medincome",45341,12039
"15688","47949","ZCTA5 47949","medincome",46458,8238
"15689","47950","ZCTA5 47950","medincome",55500,12228
"15690","47951","ZCTA5 47951","medincome",43657,5031
"15691","47952","ZCTA5 47952","medincome",40031,5622
"15692","47954","ZCTA5 47954","medincome",59806,5073
"15693","47955","ZCTA5 47955","medincome",51500,13199
"15694","47957","ZCTA5 47957","medincome",45143,4636
"15695","47958","ZCTA5 47958","medincome",41250,14755
"15696","47959","ZCTA5 47959","medincome",41039,3309
"15697","47960","ZCTA5 47960","medincome",49430,4363
"15698","47963","ZCTA5 47963","medincome",47419,4893
"15699","47964","ZCTA5 47964","medincome",35694,11784
"15700","47965","ZCTA5 47965","medincome",60208,11596
"15701","47966","ZCTA5 47966","medincome",55000,7701
"15702","47967","ZCTA5 47967","medincome",45952,8492
"15703","47968","ZCTA5 47968","medincome",51630,8851
"15704","47969","ZCTA5 47969","medincome",68333,18824
"15705","47970","ZCTA5 47970","medincome",59565,7333
"15706","47971","ZCTA5 47971","medincome",53981,9220
"15707","47974","ZCTA5 47974","medincome",45052,6265
"15708","47975","ZCTA5 47975","medincome",62778,19551
"15709","47977","ZCTA5 47977","medincome",51134,7386
"15710","47978","ZCTA5 47978","medincome",54828,3575
"15711","47980","ZCTA5 47980","medincome",54915,11101
"15712","47981","ZCTA5 47981","medincome",74766,36078
"15713","47982","ZCTA5 47982","medincome",48000,8467
"15714","47983","ZCTA5 47983","medincome",56466,10326
"15715","47987","ZCTA5 47987","medincome",48906,6462
"15716","47989","ZCTA5 47989","medincome",53922,4640
"15717","47990","ZCTA5 47990","medincome",50962,7587
"15718","47991","ZCTA5 47991","medincome",48500,6194
"15719","47992","ZCTA5 47992","medincome",60750,16263
"15720","47993","ZCTA5 47993","medincome",55188,7108
"15721","47994","ZCTA5 47994","medincome",43000,12331
"15722","47995","ZCTA5 47995","medincome",63750,9296
"15723","47997","ZCTA5 47997","medincome",55000,38438
"15724","48001","ZCTA5 48001","medincome",52262,3986
"15725","48002","ZCTA5 48002","medincome",67898,10781
"15726","48003","ZCTA5 48003","medincome",60269,2993
"15727","48005","ZCTA5 48005","medincome",73621,6158
"15728","48006","ZCTA5 48006","medincome",61141,3923
"15729","48009","ZCTA5 48009","medincome",112545,4093
"15730","48014","ZCTA5 48014","medincome",57656,7200
"15731","48015","ZCTA5 48015","medincome",35955,5241
"15732","48017","ZCTA5 48017","medincome",59244,5180
"15733","48021","ZCTA5 48021","medincome",44453,2913
"15734","48022","ZCTA5 48022","medincome",68438,11014
"15735","48023","ZCTA5 48023","medincome",65767,7566
"15736","48025","ZCTA5 48025","medincome",116412,7793
"15737","48026","ZCTA5 48026","medincome",52865,2771
"15738","48027","ZCTA5 48027","medincome",56905,3408
"15739","48028","ZCTA5 48028","medincome",54625,10696
"15740","48030","ZCTA5 48030","medincome",33379,2558
"15741","48032","ZCTA5 48032","medincome",60278,7328
"15742","48033","ZCTA5 48033","medincome",46707,2622
"15743","48034","ZCTA5 48034","medincome",41244,3856
"15744","48035","ZCTA5 48035","medincome",44751,2274
"15745","48036","ZCTA5 48036","medincome",46742,4196
"15746","48038","ZCTA5 48038","medincome",53707,1536
"15747","48039","ZCTA5 48039","medincome",48703,2999
"15748","48040","ZCTA5 48040","medincome",60349,4319
"15749","48041","ZCTA5 48041","medincome",56425,4598
"15750","48042","ZCTA5 48042","medincome",85094,2819
"15751","48043","ZCTA5 48043","medincome",37361,2860
"15752","48044","ZCTA5 48044","medincome",92951,5157
"15753","48045","ZCTA5 48045","medincome",57729,3980
"15754","48047","ZCTA5 48047","medincome",71036,2148
"15755","48048","ZCTA5 48048","medincome",59471,6405
"15756","48049","ZCTA5 48049","medincome",52083,5146
"15757","48050","ZCTA5 48050","medincome",72167,14709
"15758","48051","ZCTA5 48051","medincome",67921,7555
"15759","48054","ZCTA5 48054","medincome",61061,9542
"15760","48059","ZCTA5 48059","medincome",52676,4357
"15761","48060","ZCTA5 48060","medincome",37082,1725
"15762","48062","ZCTA5 48062","medincome",57821,8003
"15763","48063","ZCTA5 48063","medincome",55446,7621
"15764","48064","ZCTA5 48064","medincome",59112,3059
"15765","48065","ZCTA5 48065","medincome",70660,7543
"15766","48066","ZCTA5 48066","medincome",41952,1050
"15767","48067","ZCTA5 48067","medincome",73182,4086
"15768","48069","ZCTA5 48069","medincome",107656,14156
"15769","48070","ZCTA5 48070","medincome",121528,12500
"15770","48071","ZCTA5 48071","medincome",43158,3212
"15771","48072","ZCTA5 48072","medincome",74172,2922
"15772","48073","ZCTA5 48073","medincome",65295,3079
"15773","48074","ZCTA5 48074","medincome",52500,8141
"15774","48075","ZCTA5 48075","medincome",53222,2504
"15775","48076","ZCTA5 48076","medincome",63502,3180
"15776","48079","ZCTA5 48079","medincome",63974,3574
"15777","48080","ZCTA5 48080","medincome",52095,1632
"15778","48081","ZCTA5 48081","medincome",58206,2683
"15779","48082","ZCTA5 48082","medincome",54807,2353
"15780","48083","ZCTA5 48083","medincome",68807,2525
"15781","48084","ZCTA5 48084","medincome",84003,5158
"15782","48085","ZCTA5 48085","medincome",100853,4947
"15783","48088","ZCTA5 48088","medincome",57336,2650
"15784","48089","ZCTA5 48089","medincome",34881,1546
"15785","48091","ZCTA5 48091","medincome",31228,2826
"15786","48092","ZCTA5 48092","medincome",50638,3016
"15787","48093","ZCTA5 48093","medincome",50990,3926
"15788","48094","ZCTA5 48094","medincome",82647,4384
"15789","48095","ZCTA5 48095","medincome",95370,10590
"15790","48096","ZCTA5 48096","medincome",68125,8945
"15791","48097","ZCTA5 48097","medincome",47117,3944
"15792","48098","ZCTA5 48098","medincome",115031,6631
"15793","48101","ZCTA5 48101","medincome",65848,4004
"15794","48103","ZCTA5 48103","medincome",82487,3762
"15795","48104","ZCTA5 48104","medincome",49123,2839
"15796","48105","ZCTA5 48105","medincome",64367,4454
"15797","48108","ZCTA5 48108","medincome",61061,2959
"15798","48109","ZCTA5 48109","medincome",NA,NA
"15799","48111","ZCTA5 48111","medincome",53724,2714
"15800","48114","ZCTA5 48114","medincome",90940,4133
"15801","48116","ZCTA5 48116","medincome",83088,4474
"15802","48117","ZCTA5 48117","medincome",56365,4514
"15803","48118","ZCTA5 48118","medincome",76280,4520
"15804","48120","ZCTA5 48120","medincome",39127,3777
"15805","48122","ZCTA5 48122","medincome",36870,5207
"15806","48124","ZCTA5 48124","medincome",63181,3475
"15807","48125","ZCTA5 48125","medincome",47054,2753
"15808","48126","ZCTA5 48126","medincome",30661,1275
"15809","48127","ZCTA5 48127","medincome",44767,2795
"15810","48128","ZCTA5 48128","medincome",74434,6023
"15811","48130","ZCTA5 48130","medincome",99484,6077
"15812","48131","ZCTA5 48131","medincome",55573,3822
"15813","48133","ZCTA5 48133","medincome",51607,8994
"15814","48134","ZCTA5 48134","medincome",65025,5594
"15815","48135","ZCTA5 48135","medincome",52843,2892
"15816","48137","ZCTA5 48137","medincome",75000,8195
"15817","48138","ZCTA5 48138","medincome",94659,5846
"15818","48139","ZCTA5 48139","medincome",55333,25977
"15819","48140","ZCTA5 48140","medincome",81773,5946
"15820","48141","ZCTA5 48141","medincome",31285,2200
"15821","48143","ZCTA5 48143","medincome",NA,NA
"15822","48144","ZCTA5 48144","medincome",67137,3650
"15823","48145","ZCTA5 48145","medincome",71786,7672
"15824","48146","ZCTA5 48146","medincome",41487,1908
"15825","48150","ZCTA5 48150","medincome",67288,2716
"15826","48152","ZCTA5 48152","medincome",68440,2349
"15827","48154","ZCTA5 48154","medincome",75895,2385
"15828","48157","ZCTA5 48157","medincome",44833,9936
"15829","48158","ZCTA5 48158","medincome",68438,7360
"15830","48159","ZCTA5 48159","medincome",66023,9397
"15831","48160","ZCTA5 48160","medincome",68629,4009
"15832","48161","ZCTA5 48161","medincome",45266,3619
"15833","48162","ZCTA5 48162","medincome",49723,2349
"15834","48164","ZCTA5 48164","medincome",85352,8784
"15835","48165","ZCTA5 48165","medincome",72595,6207
"15836","48166","ZCTA5 48166","medincome",60603,6838
"15837","48167","ZCTA5 48167","medincome",81705,4819
"15838","48168","ZCTA5 48168","medincome",128583,7314
"15839","48169","ZCTA5 48169","medincome",76409,2781
"15840","48170","ZCTA5 48170","medincome",77886,2427
"15841","48173","ZCTA5 48173","medincome",69358,5407
"15842","48174","ZCTA5 48174","medincome",45895,2914
"15843","48176","ZCTA5 48176","medincome",96238,8931
"15844","48177","ZCTA5 48177","medincome",NA,NA
"15845","48178","ZCTA5 48178","medincome",81729,5198
"15846","48179","ZCTA5 48179","medincome",72011,7962
"15847","48180","ZCTA5 48180","medincome",41897,1523
"15848","48182","ZCTA5 48182","medincome",65935,2923
"15849","48183","ZCTA5 48183","medincome",59030,3048
"15850","48184","ZCTA5 48184","medincome",40973,2515
"15851","48185","ZCTA5 48185","medincome",43924,1878
"15852","48186","ZCTA5 48186","medincome",46181,2091
"15853","48187","ZCTA5 48187","medincome",80897,2487
"15854","48188","ZCTA5 48188","medincome",91472,3799
"15855","48189","ZCTA5 48189","medincome",57285,5355
"15856","48190","ZCTA5 48190","medincome",NA,NA
"15857","48191","ZCTA5 48191","medincome",68155,4037
"15858","48192","ZCTA5 48192","medincome",52020,2784
"15859","48193","ZCTA5 48193","medincome",55255,4105
"15860","48195","ZCTA5 48195","medincome",51138,1452
"15861","48197","ZCTA5 48197","medincome",51154,1602
"15862","48198","ZCTA5 48198","medincome",40961,2136
"15863","48201","ZCTA5 48201","medincome",13964,1084
"15864","48202","ZCTA5 48202","medincome",21506,2990
"15865","48203","ZCTA5 48203","medincome",21181,1300
"15866","48204","ZCTA5 48204","medincome",22264,1548
"15867","48205","ZCTA5 48205","medincome",30387,1420
"15868","48206","ZCTA5 48206","medincome",22375,2561
"15869","48207","ZCTA5 48207","medincome",25033,1895
"15870","48208","ZCTA5 48208","medincome",18560,1926
"15871","48209","ZCTA5 48209","medincome",25987,2516
"15872","48210","ZCTA5 48210","medincome",26659,1457
"15873","48211","ZCTA5 48211","medincome",20257,3461
"15874","48212","ZCTA5 48212","medincome",24024,1631
"15875","48213","ZCTA5 48213","medincome",21372,1429
"15876","48214","ZCTA5 48214","medincome",24694,2191
"15877","48215","ZCTA5 48215","medincome",20891,2030
"15878","48216","ZCTA5 48216","medincome",23160,2218
"15879","48217","ZCTA5 48217","medincome",24103,3457
"15880","48218","ZCTA5 48218","medincome",27463,3372
"15881","48219","ZCTA5 48219","medincome",31917,2086
"15882","48220","ZCTA5 48220","medincome",51596,3071
"15883","48221","ZCTA5 48221","medincome",36539,2152
"15884","48223","ZCTA5 48223","medincome",32346,2245
"15885","48224","ZCTA5 48224","medincome",30041,1893
"15886","48225","ZCTA5 48225","medincome",48045,4107
"15887","48226","ZCTA5 48226","medincome",40850,5266
"15888","48227","ZCTA5 48227","medincome",27643,2581
"15889","48228","ZCTA5 48228","medincome",23727,1662
"15890","48229","ZCTA5 48229","medincome",25951,5805
"15891","48230","ZCTA5 48230","medincome",97011,8067
"15892","48233","ZCTA5 48233","medincome",NA,NA
"15893","48234","ZCTA5 48234","medincome",24770,1808
"15894","48235","ZCTA5 48235","medincome",28504,2360
"15895","48236","ZCTA5 48236","medincome",98693,4302
"15896","48237","ZCTA5 48237","medincome",49811,2987
"15897","48238","ZCTA5 48238","medincome",22628,1634
"15898","48239","ZCTA5 48239","medincome",49739,2206
"15899","48240","ZCTA5 48240","medincome",48679,4263
"15900","48242","ZCTA5 48242","medincome",NA,NA
"15901","48243","ZCTA5 48243","medincome",NA,NA
"15902","48301","ZCTA5 48301","medincome",130699,9184
"15903","48302","ZCTA5 48302","medincome",129858,8317
"15904","48304","ZCTA5 48304","medincome",110135,5401
"15905","48306","ZCTA5 48306","medincome",129414,6218
"15906","48307","ZCTA5 48307","medincome",70548,2398
"15907","48309","ZCTA5 48309","medincome",88810,3435
"15908","48310","ZCTA5 48310","medincome",56324,2840
"15909","48312","ZCTA5 48312","medincome",57595,3528
"15910","48313","ZCTA5 48313","medincome",64135,2109
"15911","48314","ZCTA5 48314","medincome",62377,4591
"15912","48315","ZCTA5 48315","medincome",70936,3812
"15913","48316","ZCTA5 48316","medincome",73886,3029
"15914","48317","ZCTA5 48317","medincome",56180,3513
"15915","48320","ZCTA5 48320","medincome",50237,6867
"15916","48322","ZCTA5 48322","medincome",83557,4152
"15917","48323","ZCTA5 48323","medincome",110757,7741
"15918","48324","ZCTA5 48324","medincome",103781,6790
"15919","48326","ZCTA5 48326","medincome",54482,3378
"15920","48327","ZCTA5 48327","medincome",52471,3323
"15921","48328","ZCTA5 48328","medincome",48271,2083
"15922","48329","ZCTA5 48329","medincome",70553,5329
"15923","48331","ZCTA5 48331","medincome",95233,5924
"15924","48334","ZCTA5 48334","medincome",68584,5407
"15925","48335","ZCTA5 48335","medincome",66058,4692
"15926","48336","ZCTA5 48336","medincome",55660,4906
"15927","48340","ZCTA5 48340","medincome",31716,2640
"15928","48341","ZCTA5 48341","medincome",35912,3058
"15929","48342","ZCTA5 48342","medincome",23241,3887
"15930","48346","ZCTA5 48346","medincome",72326,5239
"15931","48348","ZCTA5 48348","medincome",102398,4726
"15932","48350","ZCTA5 48350","medincome",72344,11471
"15933","48353","ZCTA5 48353","medincome",80437,5041
"15934","48356","ZCTA5 48356","medincome",69750,8221
"15935","48357","ZCTA5 48357","medincome",77172,4838
"15936","48359","ZCTA5 48359","medincome",76961,5285
"15937","48360","ZCTA5 48360","medincome",100120,6132
"15938","48362","ZCTA5 48362","medincome",81395,3686
"15939","48363","ZCTA5 48363","medincome",106875,18253
"15940","48367","ZCTA5 48367","medincome",77616,10068
"15941","48370","ZCTA5 48370","medincome",108990,32007
"15942","48371","ZCTA5 48371","medincome",74205,4666
"15943","48374","ZCTA5 48374","medincome",134283,13187
"15944","48375","ZCTA5 48375","medincome",86974,8339
"15945","48377","ZCTA5 48377","medincome",60081,5233
"15946","48380","ZCTA5 48380","medincome",89676,11211
"15947","48381","ZCTA5 48381","medincome",75304,10069
"15948","48382","ZCTA5 48382","medincome",99013,5087
"15949","48383","ZCTA5 48383","medincome",74939,6149
"15950","48386","ZCTA5 48386","medincome",75351,7553
"15951","48390","ZCTA5 48390","medincome",70079,2984
"15952","48393","ZCTA5 48393","medincome",47480,3038
"15953","48397","ZCTA5 48397","medincome",NA,NA
"15954","48401","ZCTA5 48401","medincome",42167,9687
"15955","48411","ZCTA5 48411","medincome",NA,NA
"15956","48412","ZCTA5 48412","medincome",59167,10406
"15957","48413","ZCTA5 48413","medincome",43738,2730
"15958","48414","ZCTA5 48414","medincome",51989,5018
"15959","48415","ZCTA5 48415","medincome",55478,3643
"15960","48416","ZCTA5 48416","medincome",47797,2790
"15961","48417","ZCTA5 48417","medincome",52727,7056
"15962","48418","ZCTA5 48418","medincome",62361,5046
"15963","48419","ZCTA5 48419","medincome",40066,5081
"15964","48420","ZCTA5 48420","medincome",50308,1721
"15965","48421","ZCTA5 48421","medincome",56384,6371
"15966","48422","ZCTA5 48422","medincome",40604,4920
"15967","48423","ZCTA5 48423","medincome",49506,1700
"15968","48426","ZCTA5 48426","medincome",44205,3978
"15969","48427","ZCTA5 48427","medincome",41755,2603
"15970","48428","ZCTA5 48428","medincome",63705,9056
"15971","48429","ZCTA5 48429","medincome",44922,6165
"15972","48430","ZCTA5 48430","medincome",67314,2608
"15973","48432","ZCTA5 48432","medincome",46667,4739
"15974","48433","ZCTA5 48433","medincome",57506,4551
"15975","48434","ZCTA5 48434","medincome",41667,5314
"15976","48435","ZCTA5 48435","medincome",44961,5544
"15977","48436","ZCTA5 48436","medincome",64839,8153
"15978","48437","ZCTA5 48437","medincome",61193,21728
"15979","48438","ZCTA5 48438","medincome",83879,8636
"15980","48439","ZCTA5 48439","medincome",63252,3162
"15981","48440","ZCTA5 48440","medincome",66198,12354
"15982","48441","ZCTA5 48441","medincome",40360,2611
"15983","48442","ZCTA5 48442","medincome",66240,2374
"15984","48444","ZCTA5 48444","medincome",47903,2818
"15985","48445","ZCTA5 48445","medincome",36600,6051
"15986","48446","ZCTA5 48446","medincome",51149,1303
"15987","48449","ZCTA5 48449","medincome",47102,4027
"15988","48450","ZCTA5 48450","medincome",43542,3309
"15989","48451","ZCTA5 48451","medincome",71920,4637
"15990","48453","ZCTA5 48453","medincome",40000,2563
"15991","48454","ZCTA5 48454","medincome",48750,5529
"15992","48455","ZCTA5 48455","medincome",68778,5061
"15993","48456","ZCTA5 48456","medincome",51042,3919
"15994","48457","ZCTA5 48457","medincome",46496,5173
"15995","48458","ZCTA5 48458","medincome",32990,1800
"15996","48460","ZCTA5 48460","medincome",60900,5292
"15997","48461","ZCTA5 48461","medincome",52226,3939
"15998","48462","ZCTA5 48462","medincome",82444,4129
"15999","48463","ZCTA5 48463","medincome",49952,5590
"16000","48464","ZCTA5 48464","medincome",55227,7115
"16001","48465","ZCTA5 48465","medincome",45481,6405
"16002","48466","ZCTA5 48466","medincome",48667,5735
"16003","48467","ZCTA5 48467","medincome",44714,4272
"16004","48468","ZCTA5 48468","medincome",37284,2374
"16005","48469","ZCTA5 48469","medincome",42792,3431
"16006","48470","ZCTA5 48470","medincome",46944,7975
"16007","48471","ZCTA5 48471","medincome",37875,2266
"16008","48472","ZCTA5 48472","medincome",50391,6253
"16009","48473","ZCTA5 48473","medincome",57605,2410
"16010","48475","ZCTA5 48475","medincome",45917,6545
"16011","48476","ZCTA5 48476","medincome",50234,12765
"16012","48502","ZCTA5 48502","medincome",30000,8367
"16013","48503","ZCTA5 48503","medincome",25321,2097
"16014","48504","ZCTA5 48504","medincome",28794,2436
"16015","48505","ZCTA5 48505","medincome",22261,2061
"16016","48506","ZCTA5 48506","medincome",35820,1856
"16017","48507","ZCTA5 48507","medincome",34675,2449
"16018","48509","ZCTA5 48509","medincome",51841,4368
"16019","48519","ZCTA5 48519","medincome",45494,4642
"16020","48529","ZCTA5 48529","medincome",29418,3245
"16021","48532","ZCTA5 48532","medincome",41010,2210
"16022","48551","ZCTA5 48551","medincome",NA,NA
"16023","48553","ZCTA5 48553","medincome",NA,NA
"16024","48554","ZCTA5 48554","medincome",NA,NA
"16025","48601","ZCTA5 48601","medincome",27109,1790
"16026","48602","ZCTA5 48602","medincome",35034,1767
"16027","48603","ZCTA5 48603","medincome",51213,2112
"16028","48604","ZCTA5 48604","medincome",39940,5664
"16029","48607","ZCTA5 48607","medincome",20710,3654
"16030","48609","ZCTA5 48609","medincome",56542,3642
"16031","48610","ZCTA5 48610","medincome",39360,3229
"16032","48611","ZCTA5 48611","medincome",64545,7238
"16033","48612","ZCTA5 48612","medincome",37901,2397
"16034","48613","ZCTA5 48613","medincome",38698,4806
"16035","48614","ZCTA5 48614","medincome",45750,6186
"16036","48615","ZCTA5 48615","medincome",43542,4755
"16037","48616","ZCTA5 48616","medincome",45018,3548
"16038","48617","ZCTA5 48617","medincome",44831,3172
"16039","48618","ZCTA5 48618","medincome",40578,3171
"16040","48619","ZCTA5 48619","medincome",39028,8831
"16041","48621","ZCTA5 48621","medincome",37000,11539
"16042","48622","ZCTA5 48622","medincome",41469,5268
"16043","48623","ZCTA5 48623","medincome",70833,4087
"16044","48624","ZCTA5 48624","medincome",39028,1840
"16045","48625","ZCTA5 48625","medincome",30039,1259
"16046","48626","ZCTA5 48626","medincome",58468,4046
"16047","48627","ZCTA5 48627","medincome",63021,19400
"16048","48628","ZCTA5 48628","medincome",48125,9720
"16049","48629","ZCTA5 48629","medincome",34513,2516
"16050","48630","ZCTA5 48630","medincome",NA,NA
"16051","48631","ZCTA5 48631","medincome",49933,3631
"16052","48632","ZCTA5 48632","medincome",36939,2772
"16053","48633","ZCTA5 48633","medincome",36354,23239
"16054","48634","ZCTA5 48634","medincome",56120,5467
"16055","48635","ZCTA5 48635","medincome",38516,3798
"16056","48636","ZCTA5 48636","medincome",31181,12737
"16057","48637","ZCTA5 48637","medincome",53074,6856
"16058","48638","ZCTA5 48638","medincome",45489,2736
"16059","48640","ZCTA5 48640","medincome",57522,3453
"16060","48642","ZCTA5 48642","medincome",58947,3824
"16061","48647","ZCTA5 48647","medincome",35440,3047
"16062","48649","ZCTA5 48649","medincome",56083,7915
"16063","48650","ZCTA5 48650","medincome",45645,2829
"16064","48651","ZCTA5 48651","medincome",34116,3630
"16065","48652","ZCTA5 48652","medincome",56838,6108
"16066","48653","ZCTA5 48653","medincome",40413,2467
"16067","48654","ZCTA5 48654","medincome",32928,3706
"16068","48655","ZCTA5 48655","medincome",51028,2950
"16069","48656","ZCTA5 48656","medincome",29860,3028
"16070","48657","ZCTA5 48657","medincome",54805,3586
"16071","48658","ZCTA5 48658","medincome",39851,3205
"16072","48659","ZCTA5 48659","medincome",39297,3780
"16073","48661","ZCTA5 48661","medincome",41316,1857
"16074","48662","ZCTA5 48662","medincome",57143,9995
"16075","48667","ZCTA5 48667","medincome",NA,NA
"16076","48701","ZCTA5 48701","medincome",39844,3297
"16077","48703","ZCTA5 48703","medincome",38333,2537
"16078","48705","ZCTA5 48705","medincome",31685,4080
"16079","48706","ZCTA5 48706","medincome",45531,1989
"16080","48708","ZCTA5 48708","medincome",37378,2058
"16081","48710","ZCTA5 48710","medincome",NA,NA
"16082","48720","ZCTA5 48720","medincome",40729,7224
"16083","48721","ZCTA5 48721","medincome",44250,2428
"16084","48722","ZCTA5 48722","medincome",50827,4239
"16085","48723","ZCTA5 48723","medincome",42852,2125
"16086","48724","ZCTA5 48724","medincome",35000,27081
"16087","48725","ZCTA5 48725","medincome",34444,3808
"16088","48726","ZCTA5 48726","medincome",47109,2593
"16089","48727","ZCTA5 48727","medincome",39886,4765
"16090","48728","ZCTA5 48728","medincome",35375,3566
"16091","48729","ZCTA5 48729","medincome",43482,4602
"16092","48730","ZCTA5 48730","medincome",41142,2887
"16093","48731","ZCTA5 48731","medincome",38558,2400
"16094","48732","ZCTA5 48732","medincome",47234,5986
"16095","48733","ZCTA5 48733","medincome",42601,1560
"16096","48734","ZCTA5 48734","medincome",55812,3958
"16097","48735","ZCTA5 48735","medincome",43750,4583
"16098","48737","ZCTA5 48737","medincome",35368,3233
"16099","48738","ZCTA5 48738","medincome",42870,7259
"16100","48739","ZCTA5 48739","medincome",36678,2701
"16101","48740","ZCTA5 48740","medincome",37350,3697
"16102","48741","ZCTA5 48741","medincome",42159,7348
"16103","48742","ZCTA5 48742","medincome",41823,5025
"16104","48743","ZCTA5 48743","medincome",31250,19086
"16105","48744","ZCTA5 48744","medincome",44269,4353
"16106","48745","ZCTA5 48745","medincome",38000,4937
"16107","48746","ZCTA5 48746","medincome",51134,5473
"16108","48747","ZCTA5 48747","medincome",62708,10503
"16109","48748","ZCTA5 48748","medincome",36865,2121
"16110","48749","ZCTA5 48749","medincome",35682,5545
"16111","48750","ZCTA5 48750","medincome",37905,2799
"16112","48754","ZCTA5 48754","medincome",48750,7079
"16113","48755","ZCTA5 48755","medincome",46178,2210
"16114","48756","ZCTA5 48756","medincome",30313,3779
"16115","48757","ZCTA5 48757","medincome",50393,6401
"16116","48759","ZCTA5 48759","medincome",50169,4263
"16117","48760","ZCTA5 48760","medincome",41979,4351
"16118","48761","ZCTA5 48761","medincome",29196,6367
"16119","48762","ZCTA5 48762","medincome",44500,14209
"16120","48763","ZCTA5 48763","medincome",44841,2952
"16121","48765","ZCTA5 48765","medincome",35735,6808
"16122","48766","ZCTA5 48766","medincome",38674,3509
"16123","48767","ZCTA5 48767","medincome",56779,5662
"16124","48768","ZCTA5 48768","medincome",42660,3769
"16125","48770","ZCTA5 48770","medincome",36481,3929
"16126","48801","ZCTA5 48801","medincome",37628,3215
"16127","48806","ZCTA5 48806","medincome",49327,5641
"16128","48807","ZCTA5 48807","medincome",44821,8047
"16129","48808","ZCTA5 48808","medincome",67982,8330
"16130","48809","ZCTA5 48809","medincome",45327,3640
"16131","48811","ZCTA5 48811","medincome",43100,4860
"16132","48813","ZCTA5 48813","medincome",55441,2358
"16133","48815","ZCTA5 48815","medincome",54300,4376
"16134","48816","ZCTA5 48816","medincome",NA,NA
"16135","48817","ZCTA5 48817","medincome",44125,6550
"16136","48818","ZCTA5 48818","medincome",38403,6510
"16137","48819","ZCTA5 48819","medincome",58306,6593
"16138","48820","ZCTA5 48820","medincome",81438,4740
"16139","48821","ZCTA5 48821","medincome",61982,3014
"16140","48822","ZCTA5 48822","medincome",77076,5832
"16141","48823","ZCTA5 48823","medincome",40772,2524
"16142","48825","ZCTA5 48825","medincome",NA,NA
"16143","48827","ZCTA5 48827","medincome",60495,3518
"16144","48829","ZCTA5 48829","medincome",35833,5446
"16145","48831","ZCTA5 48831","medincome",44181,4099
"16146","48832","ZCTA5 48832","medincome",49514,8269
"16147","48834","ZCTA5 48834","medincome",47174,5463
"16148","48835","ZCTA5 48835","medincome",71912,9196
"16149","48836","ZCTA5 48836","medincome",65018,5583
"16150","48837","ZCTA5 48837","medincome",63167,4498
"16151","48838","ZCTA5 48838","medincome",45034,3016
"16152","48840","ZCTA5 48840","medincome",57199,2838
"16153","48841","ZCTA5 48841","medincome",48125,5761
"16154","48842","ZCTA5 48842","medincome",56414,3366
"16155","48843","ZCTA5 48843","medincome",71067,2772
"16156","48845","ZCTA5 48845","medincome",42500,9905
"16157","48846","ZCTA5 48846","medincome",41260,4597
"16158","48847","ZCTA5 48847","medincome",44960,4918
"16159","48848","ZCTA5 48848","medincome",61656,4645
"16160","48849","ZCTA5 48849","medincome",51171,6296
"16161","48850","ZCTA5 48850","medincome",40714,3735
"16162","48851","ZCTA5 48851","medincome",54957,7953
"16163","48852","ZCTA5 48852","medincome",31000,8713
"16164","48853","ZCTA5 48853","medincome",49539,4260
"16165","48854","ZCTA5 48854","medincome",63377,2860
"16166","48855","ZCTA5 48855","medincome",75864,3545
"16167","48856","ZCTA5 48856","medincome",41167,10477
"16168","48857","ZCTA5 48857","medincome",65581,3489
"16169","48858","ZCTA5 48858","medincome",35988,1254
"16170","48860","ZCTA5 48860","medincome",43942,6565
"16171","48861","ZCTA5 48861","medincome",56500,7204
"16172","48864","ZCTA5 48864","medincome",82124,6444
"16173","48865","ZCTA5 48865","medincome",36372,4525
"16174","48866","ZCTA5 48866","medincome",53609,3193
"16175","48867","ZCTA5 48867","medincome",41943,2690
"16176","48870","ZCTA5 48870","medincome",40536,13829
"16177","48871","ZCTA5 48871","medincome",62321,6791
"16178","48872","ZCTA5 48872","medincome",56477,6244
"16179","48873","ZCTA5 48873","medincome",62159,9433
